"type","duration","distance","hour","day","month","year"
"scooter",279,430,19,4,7,2018
"scooter",201,556,17,5,7,2018
"scooter",167,534,14,4,7,2018
"scooter",751,3215,17,4,7,2018
"scooter",2211,7217,16,5,7,2018
"scooter",254,227,19,5,7,2018
"scooter",166,418,16,4,7,2018
"scooter",119,506,13,2,7,2018
"scooter",244,610,21,0,7,2018
"bicycle",685,1802,19,6,7,2018
"scooter",1660,4872,15,5,7,2018
"scooter",219,716,7,1,7,2018
"scooter",137,711,16,1,7,2018
"scooter",95,318,15,1,7,2018
"scooter",161,706,15,5,7,2018
"scooter",2542,7129,14,0,7,2018
"scooter",726,1417,21,2,7,2018
"scooter",321,1355,8,4,7,2018
"scooter",109,157,9,2,7,2018
"scooter",624,1435,11,0,7,2018
"scooter",2177,6944,15,0,7,2018
"scooter",884,2589,19,5,7,2018
"scooter",585,2089,13,4,7,2018
"scooter",276,329,14,2,7,2018
"scooter",916,3981,12,0,7,2018
"scooter",147,58,12,4,7,2018
"scooter",2150,2705,17,0,7,2018
"scooter",374,943,15,2,7,2018
"scooter",684,2633,9,5,7,2018
"scooter",215,788,11,4,7,2018
"scooter",1187,4013,2,6,7,2018
"scooter",677,938,14,5,7,2018
"scooter",524,1625,11,6,7,2018
"scooter",763,2119,11,5,7,2018
"bicycle",433,1287,8,1,7,2018
"bicycle",812,4393,6,1,7,2018
"scooter",34,0,14,0,7,2018
"scooter",156,441,11,3,7,2018
"scooter",117,151,13,5,7,2018
"scooter",293,615,13,6,7,2018
"scooter",526,1136,20,4,7,2018
"scooter",506,2455,10,0,7,2018
"scooter",538,1995,12,1,7,2018
"scooter",219,795,17,0,7,2018
"scooter",935,1669,8,0,7,2018
"bicycle",2039,7741,16,2,7,2018
"scooter",1614,2038,18,6,7,2018
"scooter",489,1108,14,6,7,2018
"bicycle",1418,3074,22,2,7,2018
"scooter",485,335,19,0,7,2018
"scooter",608,289,17,0,7,2018
"scooter",105,517,12,3,7,2018
"scooter",779,803,17,3,7,2018
"scooter",600,1956,18,0,7,2018
"scooter",303,1170,20,1,7,2018
"scooter",1052,5387,19,6,7,2018
"scooter",406,805,12,2,7,2018
"scooter",870,1867,17,2,7,2018
"scooter",2065,3575,16,6,7,2018
"bicycle",1170,3653,15,0,7,2018
"scooter",724,1986,21,1,7,2018
"scooter",1966,3295,18,0,7,2018
"scooter",629,3033,13,1,7,2018
"scooter",688,2974,20,5,7,2018
"scooter",277,1175,12,4,7,2018
"scooter",2717,4143,15,6,7,2018
"scooter",1421,2379,11,4,7,2018
"scooter",318,824,19,4,7,2018
"scooter",369,412,13,4,7,2018
"bicycle",3387,3251,21,0,7,2018
"scooter",1357,4404,20,3,7,2018
"scooter",1645,2647,11,2,7,2018
"scooter",322,604,16,4,7,2018
"scooter",1061,1273,23,0,7,2018
"scooter",653,1812,9,4,7,2018
"scooter",431,2218,7,4,7,2018
"scooter",118,370,11,2,7,2018
"scooter",131,347,15,5,7,2018
"scooter",1398,4037,16,0,7,2018
"scooter",268,1189,17,3,7,2018
"scooter",185,458,10,0,7,2018
"scooter",1747,4044,16,0,7,2018
"scooter",444,1352,19,5,7,2018
"bicycle",841,1609,20,2,7,2018
"scooter",151,195,16,0,7,2018
"scooter",390,620,11,5,7,2018
"scooter",619,2027,20,4,7,2018
"scooter",88,12,12,1,7,2018
"scooter",907,1887,11,3,7,2018
"scooter",375,880,16,5,7,2018
"scooter",619,589,19,0,7,2018
"scooter",740,488,12,6,7,2018
"scooter",2112,3401,19,3,7,2018
"scooter",614,2015,17,2,7,2018
"scooter",848,2705,14,0,7,2018
"scooter",170,579,17,6,7,2018
"scooter",1692,2228,13,4,7,2018
"scooter",443,1068,18,2,7,2018
"scooter",497,727,12,4,7,2018
"scooter",197,375,16,6,7,2018
"bicycle",706,2205,19,0,7,2018
"scooter",178,727,17,1,7,2018
"scooter",314,1346,8,5,7,2018
"scooter",121,217,18,1,7,2018
"bicycle",944,3685,8,5,7,2018
"scooter",123,12,17,2,7,2018
"scooter",203,759,13,3,7,2018
"scooter",811,3320,11,6,7,2018
"scooter",2291,4394,16,2,7,2018
"scooter",1452,2484,12,1,7,2018
"scooter",384,211,19,5,7,2018
"bicycle",3114,3573,15,2,7,2018
"scooter",185,457,14,6,7,2018
"scooter",324,1722,15,1,7,2018
"scooter",360,1264,16,2,7,2018
"scooter",455,1336,19,4,7,2018
"scooter",573,2510,9,0,7,2018
"scooter",1292,2688,18,6,7,2018
"scooter",429,1105,11,0,7,2018
"scooter",670,1886,8,1,7,2018
"scooter",230,880,20,1,7,2018
"scooter",1084,4221,19,6,7,2018
"scooter",762,2447,20,5,7,2018
"scooter",734,1486,16,0,7,2018
"bicycle",711,2060,18,4,7,2018
"scooter",634,717,19,3,7,2018
"scooter",131,268,14,1,7,2018
"scooter",93,228,16,5,7,2018
"scooter",1241,1666,17,1,7,2018
"scooter",432,1315,19,1,7,2018
"scooter",919,4182,17,2,7,2018
"scooter",333,1617,18,4,7,2018
"scooter",2097,2287,19,5,7,2018
"scooter",406,988,12,6,7,2018
"scooter",656,2116,11,4,7,2018
"scooter",1426,1976,20,6,7,2018
"scooter",215,42,10,2,7,2018
"scooter",201,394,18,0,7,2018
"scooter",523,2227,8,2,7,2018
"scooter",572,2665,15,4,7,2018
"scooter",1438,2032,11,3,7,2018
"scooter",305,980,10,3,7,2018
"scooter",257,498,12,4,7,2018
"scooter",1870,2827,13,6,7,2018
"scooter",376,357,18,6,7,2018
"scooter",772,2337,16,6,7,2018
"scooter",466,940,20,4,7,2018
"scooter",330,1547,20,2,7,2018
"scooter",360,832,16,6,7,2018
"scooter",303,917,14,6,7,2018
"scooter",1369,4204,13,5,7,2018
"scooter",1072,748,18,1,7,2018
"scooter",473,1107,11,2,7,2018
"scooter",343,388,14,5,7,2018
"scooter",125,293,15,5,7,2018
"scooter",2029,3309,19,2,7,2018
"scooter",1182,3573,21,3,7,2018
"scooter",1094,2955,20,2,7,2018
"scooter",984,1846,20,3,7,2018
"scooter",575,879,18,1,7,2018
"bicycle",588,1658,15,6,7,2018
"bicycle",268,1110,23,1,7,2018
"scooter",664,1149,18,0,7,2018
"scooter",369,844,12,0,7,2018
"bicycle",1027,3106,18,2,7,2018
"scooter",488,1442,12,6,7,2018
"scooter",772,2520,14,4,7,2018
"scooter",795,1792,18,5,7,2018
"scooter",845,3955,19,4,7,2018
"scooter",766,1363,21,5,7,2018
"bicycle",1814,6759,21,6,7,2018
"scooter",150,641,9,0,7,2018
"scooter",1828,3557,21,1,7,2018
"scooter",755,1451,19,6,7,2018
"scooter",332,866,20,5,7,2018
"scooter",170,0,18,5,7,2018
"scooter",376,1003,12,5,7,2018
"scooter",108,25,12,0,7,2018
"scooter",480,913,9,3,7,2018
"scooter",280,532,20,0,7,2018
"scooter",658,3057,9,0,7,2018
"scooter",1469,2170,13,6,7,2018
"scooter",512,53,11,0,7,2018
"scooter",852,934,19,1,7,2018
"scooter",211,324,8,1,7,2018
"scooter",370,1107,20,5,7,2018
"scooter",220,568,11,5,7,2018
"scooter",486,1490,16,0,7,2018
"scooter",461,1668,21,3,7,2018
"scooter",455,1505,17,2,7,2018
"scooter",1346,2860,16,5,7,2018
"scooter",434,766,15,1,7,2018
"scooter",243,1219,18,0,7,2018
"scooter",254,1088,8,2,7,2018
"scooter",339,1280,20,1,7,2018
"scooter",358,1553,12,5,7,2018
"scooter",1767,2781,14,1,7,2018
"scooter",3203,4561,10,1,7,2018
"scooter",2128,4470,12,0,7,2018
"scooter",631,1930,8,4,7,2018
"scooter",243,876,9,1,7,2018
"scooter",276,750,9,5,7,2018
"scooter",556,112,23,6,7,2018
"scooter",386,740,19,2,7,2018
"bicycle",2103,7081,13,6,7,2018
"scooter",715,1834,13,0,7,2018
"scooter",127,626,19,4,7,2018
"scooter",273,797,12,3,7,2018
"scooter",1234,1308,13,0,7,2018
"scooter",230,517,11,4,7,2018
"scooter",1144,3280,19,6,7,2018
"scooter",841,2066,22,6,7,2018
"scooter",405,1673,8,2,7,2018
"scooter",424,1303,8,1,7,2018
"scooter",566,2309,6,3,7,2018
"scooter",301,1637,19,4,7,2018
"scooter",681,2263,21,1,7,2018
"scooter",398,885,18,1,7,2018
"scooter",1386,2809,14,4,7,2018
"scooter",174,164,14,0,7,2018
"scooter",617,1733,12,1,7,2018
"scooter",590,1379,16,6,7,2018
"scooter",696,878,11,2,7,2018
"scooter",306,859,13,1,7,2018
"scooter",284,1003,12,6,7,2018
"scooter",113,147,14,0,7,2018
"scooter",529,541,13,1,7,2018
"scooter",583,928,12,5,7,2018
"scooter",168,187,20,4,7,2018
"scooter",211,1067,8,2,7,2018
"scooter",253,1074,11,1,7,2018
"scooter",254,554,19,3,7,2018
"scooter",96,240,13,1,7,2018
"scooter",989,2330,10,0,7,2018
"scooter",2166,5694,10,6,7,2018
"scooter",440,1106,17,0,7,2018
"bicycle",446,2366,17,1,7,2018
"scooter",251,717,17,4,7,2018
"scooter",1039,1699,19,5,7,2018
"scooter",212,644,16,3,7,2018
"scooter",146,594,15,2,7,2018
"scooter",242,553,15,3,7,2018
"scooter",908,3860,17,3,7,2018
"scooter",472,32,18,0,7,2018
"scooter",379,1042,9,5,7,2018
"scooter",275,685,16,5,7,2018
"scooter",247,685,14,1,7,2018
"scooter",1960,3908,20,0,7,2018
"scooter",341,930,19,1,7,2018
"scooter",428,1352,16,6,7,2018
"scooter",1446,1983,20,1,7,2018
"scooter",313,756,17,0,7,2018
"scooter",697,2535,13,0,7,2018
"scooter",380,107,9,1,7,2018
"scooter",1928,3174,20,5,7,2018
"scooter",183,0,12,0,7,2018
"scooter",214,631,15,3,7,2018
"scooter",556,2621,9,2,7,2018
"scooter",320,1115,9,2,7,2018
"scooter",525,992,17,1,7,2018
"scooter",1513,2461,18,6,7,2018
"scooter",343,1086,14,2,7,2018
"scooter",439,732,17,0,7,2018
"scooter",347,1341,7,2,7,2018
"scooter",156,523,18,5,7,2018
"scooter",575,229,17,5,7,2018
"scooter",298,973,13,5,7,2018
"scooter",171,472,14,3,7,2018
"scooter",971,2934,16,6,7,2018
"scooter",574,1658,19,0,7,2018
"scooter",393,1222,12,6,7,2018
"scooter",64,51,21,3,7,2018
"scooter",1061,1462,21,3,7,2018
"scooter",13,0,9,0,7,2018
"scooter",503,1510,22,0,7,2018
"scooter",570,1490,18,4,7,2018
"scooter",1409,3644,13,0,7,2018
"scooter",1292,3845,16,6,7,2018
"bicycle",299,1481,16,6,7,2018
"scooter",904,700,14,6,7,2018
"scooter",351,813,15,1,7,2018
"scooter",1164,2283,16,1,7,2018
"scooter",917,2758,16,0,7,2018
"scooter",332,1244,17,3,7,2018
"scooter",1614,2352,18,5,7,2018
"scooter",7,32,9,6,7,2018
"scooter",170,325,11,5,7,2018
"scooter",532,525,20,6,7,2018
"scooter",454,475,17,5,7,2018
"scooter",206,612,17,2,7,2018
"scooter",195,0,13,2,7,2018
"scooter",164,0,21,0,7,2018
"scooter",631,821,16,2,7,2018
"scooter",697,2554,20,3,7,2018
"scooter",209,926,19,4,7,2018
"scooter",491,2515,13,2,7,2018
"scooter",1456,3140,2,0,7,2018
"scooter",1193,2885,11,2,7,2018
"scooter",882,2374,12,3,7,2018
"scooter",310,1099,8,6,7,2018
"scooter",459,706,11,0,7,2018
"scooter",110,261,14,2,7,2018
"scooter",879,3219,11,6,7,2018
"scooter",135,394,21,2,7,2018
"scooter",227,660,17,5,7,2018
"scooter",261,1259,11,3,7,2018
"scooter",371,609,13,3,7,2018
"scooter",29,1,16,0,7,2018
"scooter",997,3255,8,2,7,2018
"scooter",533,1484,11,5,7,2018
"scooter",242,636,13,2,7,2018
"scooter",1025,2609,13,0,7,2018
"scooter",200,324,12,2,7,2018
"scooter",584,2932,10,6,7,2018
"scooter",2024,4731,18,5,7,2018
"scooter",65,112,18,3,7,2018
"scooter",3651,3190,13,6,7,2018
"scooter",255,943,13,1,7,2018
"scooter",785,3231,18,2,7,2018
"scooter",630,1846,19,1,7,2018
"scooter",613,641,19,4,7,2018
"scooter",2363,6420,12,4,7,2018
"scooter",922,2947,20,2,7,2018
"scooter",1821,4690,18,5,7,2018
"bicycle",703,1207,20,1,7,2018
"scooter",377,784,15,4,7,2018
"scooter",653,827,19,1,7,2018
"scooter",196,757,20,3,7,2018
"scooter",2528,5606,13,2,7,2018
"scooter",471,1112,19,3,7,2018
"scooter",153,350,17,1,7,2018
"scooter",674,2200,18,0,7,2018
"scooter",155,371,18,0,7,2018
"bicycle",646,2929,21,5,7,2018
"scooter",469,1661,17,6,7,2018
"scooter",433,972,20,2,7,2018
"scooter",197,736,14,5,7,2018
"scooter",424,1315,14,4,7,2018
"scooter",154,740,19,3,7,2018
"scooter",3098,11496,16,2,7,2018
"scooter",1325,2347,20,2,7,2018
"scooter",2023,3162,14,0,7,2018
"scooter",231,382,12,2,7,2018
"scooter",489,1574,16,5,7,2018
"scooter",192,866,10,2,7,2018
"scooter",1031,2700,19,4,7,2018
"scooter",353,1269,20,3,7,2018
"scooter",777,2572,14,5,7,2018
"scooter",816,1470,14,5,7,2018
"scooter",123,294,15,3,7,2018
"scooter",3750,3632,11,0,7,2018
"bicycle",1465,7580,16,4,7,2018
"scooter",3183,2140,16,0,7,2018
"scooter",1100,2886,12,3,7,2018
"scooter",4895,5175,11,0,7,2018
"scooter",363,1213,20,2,7,2018
"scooter",1912,3247,18,0,7,2018
"bicycle",965,1658,16,6,7,2018
"scooter",58,0,11,6,7,2018
"scooter",2228,5378,15,6,7,2018
"scooter",253,524,12,5,7,2018
"scooter",1379,6381,19,1,7,2018
"scooter",2484,6709,18,6,7,2018
"bicycle",1196,6212,16,6,7,2018
"scooter",480,1893,9,6,7,2018
"scooter",2777,8199,4,2,7,2018
"scooter",503,1879,18,0,7,2018
"scooter",249,879,8,4,7,2018
"scooter",702,1296,10,6,7,2018
"scooter",181,866,18,2,7,2018
"bicycle",602,1722,15,3,7,2018
"scooter",434,796,11,0,7,2018
"scooter",52,22,7,1,7,2018
"scooter",1285,1094,13,6,7,2018
"scooter",1003,1693,11,0,7,2018
"scooter",223,588,14,1,7,2018
"scooter",738,1915,15,6,7,2018
"scooter",225,625,21,2,7,2018
"scooter",1801,2572,19,0,7,2018
"scooter",279,823,9,5,7,2018
"scooter",678,658,11,1,7,2018
"scooter",133,261,15,2,7,2018
"scooter",526,453,11,3,7,2018
"scooter",92,285,8,1,7,2018
"scooter",727,2371,12,4,7,2018
"scooter",610,988,15,2,7,2018
"scooter",2450,3542,15,6,7,2018
"scooter",184,456,10,1,7,2018
"scooter",304,226,3,6,7,2018
"scooter",209,881,18,2,7,2018
"scooter",2600,3214,21,6,7,2018
"scooter",530,2486,7,1,7,2018
"scooter",1569,4583,15,6,7,2018
"scooter",45,110,15,0,7,2018
"scooter",340,729,8,1,7,2018
"scooter",659,3633,10,6,7,2018
"scooter",779,2896,20,3,7,2018
"scooter",92,108,11,5,7,2018
"scooter",256,632,11,0,7,2018
"scooter",21,0,10,6,7,2018
"scooter",362,1117,18,2,7,2018
"scooter",209,0,16,0,7,2018
"scooter",322,448,12,1,7,2018
"scooter",1116,1729,11,1,7,2018
"scooter",1942,3350,12,0,7,2018
"scooter",430,1583,18,2,7,2018
"scooter",925,1706,22,2,7,2018
"scooter",258,1220,10,6,7,2018
"scooter",263,471,11,0,7,2018
"scooter",2132,4431,21,2,7,2018
"scooter",1140,2219,15,6,7,2018
"scooter",682,949,16,5,7,2018
"bicycle",1008,3347,13,0,7,2018
"scooter",845,2990,15,3,7,2018
"bicycle",767,3669,17,1,7,2018
"bicycle",245,837,10,1,7,2018
"scooter",2675,4308,13,5,7,2018
"scooter",619,1463,13,0,7,2018
"scooter",1605,3821,10,6,7,2018
"scooter",256,718,19,3,7,2018
"scooter",393,879,18,1,7,2018
"scooter",336,1050,20,4,7,2018
"scooter",89,3,19,6,7,2018
"scooter",1202,3831,16,6,7,2018
"scooter",217,839,12,5,7,2018
"scooter",686,2569,10,2,7,2018
"scooter",1252,3894,12,3,7,2018
"bicycle",2599,8690,11,6,7,2018
"scooter",149,638,19,1,7,2018
"scooter",263,313,12,0,7,2018
"scooter",1201,2754,17,0,7,2018
"scooter",543,1921,17,6,7,2018
"scooter",850,2692,12,3,7,2018
"scooter",2352,4623,12,0,7,2018
"scooter",841,1877,14,0,7,2018
"scooter",335,1156,7,6,7,2018
"scooter",1594,2182,11,0,7,2018
"scooter",487,1574,11,5,7,2018
"scooter",47,137,22,6,7,2018
"scooter",794,1337,12,3,7,2018
"scooter",2193,7866,15,4,7,2018
"scooter",43,8,11,2,7,2018
"scooter",272,155,15,5,7,2018
"scooter",174,456,15,2,7,2018
"scooter",409,1678,19,5,7,2018
"scooter",198,500,10,3,7,2018
"scooter",995,2057,15,0,7,2018
"scooter",173,179,13,1,7,2018
"scooter",826,1189,18,6,7,2018
"scooter",655,2964,13,3,7,2018
"scooter",462,1122,20,5,7,2018
"scooter",210,519,14,6,7,2018
"scooter",1088,3422,20,6,7,2018
"scooter",118,171,19,0,7,2018
"bicycle",577,499,22,1,7,2018
"scooter",49,4,15,0,7,2018
"scooter",1744,5159,11,3,7,2018
"scooter",146,451,17,1,7,2018
"scooter",1054,997,14,4,7,2018
"scooter",386,1084,17,4,7,2018
"scooter",301,440,16,2,7,2018
"scooter",961,4152,21,6,7,2018
"scooter",402,1649,19,6,7,2018
"scooter",174,833,12,1,7,2018
"bicycle",2669,8320,18,1,7,2018
"bicycle",395,1738,22,5,7,2018
"scooter",675,1745,13,0,7,2018
"scooter",92,114,12,3,7,2018
"scooter",171,846,20,1,7,2018
"scooter",648,2572,21,2,7,2018
"scooter",318,1147,15,5,7,2018
"scooter",744,264,11,0,7,2018
"scooter",402,1053,14,2,7,2018
"scooter",812,1909,15,6,7,2018
"scooter",7,0,22,2,7,2018
"scooter",51,7,11,3,7,2018
"scooter",85,434,16,4,7,2018
"scooter",784,2627,21,0,7,2018
"scooter",288,1367,14,1,7,2018
"scooter",244,1526,9,3,7,2018
"scooter",971,4099,11,0,7,2018
"scooter",245,846,9,3,7,2018
"scooter",278,1425,8,2,7,2018
"scooter",1329,1490,10,3,7,2018
"scooter",503,901,13,2,7,2018
"scooter",1272,4388,20,0,7,2018
"bicycle",408,1835,18,6,7,2018
"scooter",1159,1031,16,0,7,2018
"scooter",71,102,19,4,7,2018
"scooter",211,42,14,0,7,2018
"scooter",247,801,12,0,7,2018
"scooter",96,209,11,2,7,2018
"scooter",1392,2895,14,4,7,2018
"scooter",2073,8522,12,3,7,2018
"bicycle",564,1577,19,3,7,2018
"scooter",1121,2647,13,0,7,2018
"scooter",181,743,12,3,7,2018
"scooter",35,46,20,2,7,2018
"scooter",112,7,15,0,7,2018
"scooter",888,1564,10,0,7,2018
"scooter",511,1958,15,5,7,2018
"scooter",93,38,14,0,7,2018
"scooter",171,202,13,6,7,2018
"scooter",888,3158,8,2,7,2018
"scooter",1136,3126,9,2,7,2018
"scooter",2578,9282,12,2,7,2018
"scooter",283,1562,19,5,7,2018
"scooter",236,881,12,1,7,2018
"scooter",936,1953,17,6,7,2018
"scooter",858,2465,13,5,7,2018
"scooter",440,946,11,2,7,2018
"scooter",791,1723,19,4,7,2018
"scooter",707,952,10,6,7,2018
"scooter",2772,5528,13,1,7,2018
"scooter",305,1857,9,4,7,2018
"scooter",165,719,15,3,7,2018
"scooter",106,276,12,3,7,2018
"scooter",401,145,16,6,7,2018
"scooter",1525,3698,16,2,7,2018
