"type","duration","distance","hour","day","month","year"
"scooter",596,2279,22,2,8,2018
"scooter",1936,5167,16,0,8,2018
"scooter",698,1296,15,0,8,2018
"scooter",250,899,18,1,8,2018
"scooter",201,755,22,1,8,2018
"scooter",782,0,11,2,8,2018
"scooter",303,1149,19,5,8,2018
"scooter",326,906,11,2,8,2018
"scooter",110,36,14,3,8,2018
"scooter",1061,4208,15,4,8,2018
"scooter",605,3210,19,2,8,2018
"scooter",1636,637,17,6,8,2018
"scooter",648,719,16,6,8,2018
"scooter",111,266,1,2,8,2018
"scooter",312,373,11,6,8,2018
"scooter",235,932,22,0,8,2018
"scooter",3150,7141,19,0,8,2018
"scooter",768,439,9,2,8,2018
"bicycle",410,1368,12,5,8,2018
"scooter",459,1516,9,3,8,2018
"scooter",34,0,11,5,8,2018
"scooter",971,3073,13,5,8,2018
"scooter",828,4550,8,2,8,2018
"scooter",562,937,11,2,8,2018
"scooter",278,807,9,4,8,2018
"scooter",964,1887,15,0,8,2018
"scooter",517,2481,15,1,8,2018
"scooter",612,1383,13,6,8,2018
"scooter",1631,1849,12,0,8,2018
"scooter",692,1238,13,3,8,2018
"scooter",269,594,20,5,8,2018
"scooter",1094,2361,16,1,8,2018
"scooter",974,1075,21,3,8,2018
"scooter",381,1300,9,5,8,2018
"scooter",255,581,17,2,8,2018
"scooter",331,1187,15,6,8,2018
"scooter",109,0,14,6,8,2018
"scooter",314,1516,7,5,8,2018
"scooter",411,990,0,2,8,2018
"scooter",123,453,10,2,8,2018
"scooter",135,537,13,2,8,2018
"scooter",1646,2987,20,3,8,2018
"scooter",500,1230,8,6,8,2018
"scooter",466,1780,12,4,8,2018
"scooter",1759,3862,20,6,8,2018
"scooter",179,487,21,5,8,2018
"scooter",25,0,13,6,8,2018
"scooter",4426,6885,15,0,8,2018
"scooter",571,1735,18,5,8,2018
"scooter",202,233,20,3,8,2018
"scooter",164,797,22,2,8,2018
"scooter",124,243,13,5,8,2018
"scooter",490,1843,18,1,8,2018
"scooter",1820,2407,20,1,8,2018
"scooter",299,0,21,3,8,2018
"scooter",43,0,8,3,8,2018
"scooter",923,3687,8,3,8,2018
"scooter",874,1539,20,0,8,2018
"scooter",889,1432,12,2,8,2018
"scooter",290,1201,13,4,8,2018
"scooter",241,473,7,1,8,2018
"scooter",976,1078,19,3,8,2018
"scooter",171,544,10,0,8,2018
"scooter",1808,4060,17,6,8,2018
"scooter",47,0,17,4,8,2018
"scooter",760,1025,20,1,8,2018
"scooter",121,0,15,4,8,2018
"scooter",284,244,11,3,8,2018
"scooter",615,241,20,5,8,2018
"scooter",213,572,12,3,8,2018
"scooter",355,290,20,6,8,2018
"scooter",282,987,12,2,8,2018
"scooter",257,663,16,2,8,2018
"scooter",151,21,14,0,8,2018
"scooter",137,231,16,5,8,2018
"scooter",977,3993,10,4,8,2018
"bicycle",1574,2688,21,5,8,2018
"scooter",2566,4889,10,3,8,2018
"scooter",387,2121,19,5,8,2018
"scooter",1101,2962,9,6,8,2018
"scooter",89,48,15,6,8,2018
"scooter",164,415,19,0,8,2018
"scooter",48,93,18,2,8,2018
"scooter",481,2009,15,0,8,2018
"scooter",515,2530,19,3,8,2018
"scooter",393,1121,8,4,8,2018
"scooter",593,1946,16,6,8,2018
"scooter",142,386,18,2,8,2018
"scooter",1864,5255,21,6,8,2018
"scooter",245,1194,13,6,8,2018
"scooter",201,674,9,5,8,2018
"scooter",724,691,15,5,8,2018
"scooter",673,1907,20,4,8,2018
"scooter",1899,4379,13,6,8,2018
"scooter",253,678,15,0,8,2018
"scooter",501,2745,17,6,8,2018
"scooter",934,0,22,1,8,2018
"scooter",506,1249,12,1,8,2018
"scooter",153,114,19,5,8,2018
"scooter",5102,1964,11,1,8,2018
"scooter",258,507,9,4,8,2018
"scooter",41,30,10,2,8,2018
"scooter",2146,2335,19,2,8,2018
"bicycle",374,1062,9,2,8,2018
"scooter",168,556,15,3,8,2018
"scooter",171,396,13,4,8,2018
"scooter",1722,2343,17,6,8,2018
"scooter",653,2119,19,4,8,2018
"scooter",848,2766,15,0,8,2018
"scooter",2700,2539,20,4,8,2018
"scooter",274,729,12,2,8,2018
"scooter",513,0,12,6,8,2018
"scooter",168,498,6,3,8,2018
"scooter",1773,2579,19,0,8,2018
"scooter",240,1068,21,4,8,2018
"scooter",77,106,18,3,8,2018
"scooter",406,1556,11,2,8,2018
"scooter",275,675,19,6,8,2018
"scooter",421,1748,14,3,8,2018
"scooter",1361,6155,14,3,8,2018
"scooter",546,0,20,6,8,2018
"scooter",609,2742,20,2,8,2018
"scooter",237,895,10,3,8,2018
"scooter",313,134,10,5,8,2018
"scooter",524,959,10,6,8,2018
"scooter",2018,6035,19,6,8,2018
"scooter",249,860,12,5,8,2018
"scooter",3699,1923,17,5,8,2018
"scooter",189,20,14,6,8,2018
"scooter",1058,2213,16,1,8,2018
"scooter",105,299,20,6,8,2018
"scooter",487,307,9,0,8,2018
"scooter",1043,899,19,6,8,2018
"scooter",591,929,12,1,8,2018
"scooter",61,64,13,0,8,2018
"scooter",195,215,18,6,8,2018
"scooter",1208,6342,20,5,8,2018
"scooter",2618,2008,20,4,8,2018
"scooter",1649,3666,14,0,8,2018
"scooter",328,1004,13,3,8,2018
"scooter",1204,3049,12,5,8,2018
"scooter",173,477,20,1,8,2018
"scooter",67,91,18,5,8,2018
"scooter",231,288,15,0,8,2018
"scooter",131,401,8,5,8,2018
"scooter",450,762,18,4,8,2018
"scooter",129,225,18,0,8,2018
"scooter",2443,3506,20,3,8,2018
"scooter",318,1035,13,6,8,2018
"scooter",53,0,19,2,8,2018
"bicycle",922,3911,9,3,8,2018
"scooter",310,575,20,3,8,2018
"scooter",268,0,8,1,8,2018
"scooter",146,5,14,4,8,2018
"scooter",218,253,16,3,8,2018
"scooter",337,965,16,6,8,2018
"scooter",900,1971,20,0,8,2018
"scooter",573,2236,7,3,8,2018
"scooter",44,0,9,1,8,2018
"scooter",537,1202,20,5,8,2018
"scooter",605,1312,20,6,8,2018
"scooter",356,1140,20,4,8,2018
"scooter",431,1097,14,4,8,2018
"scooter",3326,7526,13,6,8,2018
"scooter",222,691,12,5,8,2018
"scooter",980,2439,20,6,8,2018
"scooter",461,0,12,3,8,2018
"scooter",1096,2871,18,4,8,2018
"scooter",670,1612,9,6,8,2018
"scooter",1507,1072,8,5,8,2018
"scooter",1595,1417,19,0,8,2018
"scooter",465,949,10,4,8,2018
"scooter",184,454,17,5,8,2018
"scooter",375,1382,19,6,8,2018
"scooter",1514,5871,20,5,8,2018
"scooter",1465,1058,17,5,8,2018
"scooter",999,4633,19,3,8,2018
"scooter",60,54,21,2,8,2018
"bicycle",600,1416,18,1,8,2018
"scooter",98,111,10,1,8,2018
"scooter",571,1100,20,6,8,2018
"scooter",331,1635,7,2,8,2018
"scooter",145,540,18,2,8,2018
"scooter",355,1420,17,2,8,2018
"scooter",176,621,16,2,8,2018
"scooter",30,40,8,2,8,2018
"scooter",1106,2944,11,0,8,2018
"scooter",1591,2108,19,6,8,2018
"scooter",462,1911,11,3,8,2018
"scooter",3060,6641,18,5,8,2018
"scooter",681,1368,10,0,8,2018
"scooter",79,202,12,3,8,2018
"scooter",1595,2711,15,1,8,2018
"scooter",137,117,10,4,8,2018
"scooter",1649,2920,12,4,8,2018
"scooter",825,754,23,1,8,2018
"scooter",183,884,13,4,8,2018
"scooter",408,1055,9,4,8,2018
"scooter",492,2756,12,4,8,2018
"scooter",1029,2089,18,5,8,2018
"scooter",1251,3417,16,1,8,2018
"scooter",369,839,11,4,8,2018
"scooter",912,1949,16,6,8,2018
"scooter",173,424,11,1,8,2018
"scooter",249,839,18,1,8,2018
"scooter",1004,1347,20,1,8,2018
"bicycle",840,2858,18,3,8,2018
"scooter",1043,2478,20,6,8,2018
"scooter",1414,3338,20,4,8,2018
"scooter",404,1733,15,3,8,2018
"scooter",393,978,18,3,8,2018
"scooter",394,1296,9,4,8,2018
"scooter",539,1318,10,5,8,2018
"scooter",280,312,21,6,8,2018
"scooter",181,0,15,2,8,2018
"scooter",676,2016,19,3,8,2018
"scooter",485,0,17,2,8,2018
"scooter",1024,1158,20,1,8,2018
"scooter",22,26,2,0,8,2018
"scooter",79,49,15,6,8,2018
"scooter",194,185,16,6,8,2018
"scooter",205,444,12,1,8,2018
"scooter",215,932,10,2,8,2018
"scooter",371,862,17,6,8,2018
"scooter",325,226,19,3,8,2018
"scooter",1569,2769,10,0,8,2018
"scooter",441,1685,18,5,8,2018
"scooter",225,775,12,0,8,2018
"scooter",479,1041,20,5,8,2018
"scooter",945,2968,12,6,8,2018
"scooter",188,649,14,5,8,2018
"scooter",1488,3460,13,0,8,2018
"scooter",127,151,16,1,8,2018
"scooter",938,0,19,1,8,2018
"scooter",513,1718,18,1,8,2018
"scooter",212,280,1,6,8,2018
"scooter",1205,3992,17,6,8,2018
"scooter",961,2000,15,3,8,2018
"scooter",964,2452,10,6,8,2018
"scooter",293,1137,10,3,8,2018
"scooter",1913,2968,20,6,8,2018
"scooter",265,699,9,3,8,2018
"scooter",256,1013,17,4,8,2018
"scooter",888,2151,9,6,8,2018
"scooter",161,514,17,4,8,2018
"scooter",64,35,11,5,8,2018
"scooter",602,851,17,2,8,2018
"scooter",456,665,21,5,8,2018
"scooter",307,1089,20,4,8,2018
"scooter",256,563,21,1,8,2018
"scooter",436,1052,13,1,8,2018
"scooter",3066,5216,14,6,8,2018
"scooter",179,430,19,4,8,2018
"scooter",555,1354,20,3,8,2018
"scooter",1290,1296,14,4,8,2018
"scooter",3243,10194,17,6,8,2018
"scooter",128,127,11,4,8,2018
"scooter",831,3924,20,0,8,2018
"scooter",548,1669,16,3,8,2018
"scooter",56,0,15,6,8,2018
"scooter",342,1102,10,5,8,2018
"scooter",83,38,19,5,8,2018
"scooter",205,448,9,3,8,2018
"scooter",486,865,18,3,8,2018
"scooter",541,1753,15,6,8,2018
"scooter",85,9,14,6,8,2018
"scooter",1430,3296,23,3,8,2018
"scooter",1807,5347,13,4,8,2018
"scooter",3023,4405,15,4,8,2018
"scooter",143,396,12,5,8,2018
"scooter",194,896,3,3,8,2018
"scooter",5,0,13,4,8,2018
"scooter",315,1100,9,3,8,2018
"scooter",521,1806,21,5,8,2018
"scooter",476,843,16,2,8,2018
"bicycle",362,1320,13,1,8,2018
"scooter",264,477,15,5,8,2018
"scooter",1778,5471,18,6,8,2018
"scooter",223,244,13,3,8,2018
"scooter",859,2489,10,1,8,2018
"scooter",1386,2129,14,6,8,2018
"scooter",204,494,23,6,8,2018
"scooter",181,260,17,5,8,2018
"scooter",349,1019,17,5,8,2018
"scooter",339,288,16,2,8,2018
"bicycle",840,3138,12,5,8,2018
"scooter",2223,797,20,3,8,2018
"scooter",319,884,17,3,8,2018
"scooter",2428,1862,19,6,8,2018
"scooter",154,509,18,1,8,2018
"scooter",133,43,16,4,8,2018
"scooter",215,40,21,6,8,2018
"scooter",178,585,9,1,8,2018
"scooter",301,436,16,2,8,2018
"scooter",89,375,16,2,8,2018
"scooter",247,171,17,6,8,2018
"scooter",293,148,15,5,8,2018
"scooter",131,167,7,3,8,2018
"scooter",773,545,14,0,8,2018
"scooter",237,695,12,1,8,2018
"scooter",2293,5980,14,6,8,2018
"scooter",218,818,20,6,8,2018
"scooter",502,1620,10,6,8,2018
"scooter",711,2232,0,3,8,2018
"scooter",175,5,12,4,8,2018
"scooter",889,774,16,4,8,2018
"scooter",600,1787,17,3,8,2018
"scooter",308,628,21,3,8,2018
"scooter",224,940,19,5,8,2018
"scooter",207,572,12,5,8,2018
"scooter",794,0,21,1,8,2018
"scooter",109,322,19,3,8,2018
"scooter",1660,4431,19,3,8,2018
"scooter",693,1703,19,5,8,2018
"scooter",264,615,14,3,8,2018
"scooter",273,404,12,0,8,2018
"scooter",52,0,17,5,8,2018
"scooter",242,962,14,2,8,2018
"scooter",323,1015,22,4,8,2018
"scooter",1953,814,14,1,8,2018
"scooter",560,2373,9,6,8,2018
"scooter",586,1593,18,2,8,2018
"scooter",166,795,5,4,8,2018
"scooter",410,967,14,6,8,2018
"scooter",326,760,19,6,8,2018
"scooter",152,276,12,5,8,2018
"scooter",424,1221,11,3,8,2018
"scooter",410,682,13,6,8,2018
"scooter",274,697,19,2,8,2018
"scooter",743,1649,14,0,8,2018
"scooter",7,0,17,5,8,2018
"scooter",206,463,17,3,8,2018
"scooter",304,1098,7,5,8,2018
"scooter",870,1517,17,3,8,2018
"scooter",531,1399,14,4,8,2018
"scooter",257,681,19,3,8,2018
"scooter",185,427,15,6,8,2018
"scooter",2575,5724,12,6,8,2018
"scooter",961,1182,14,6,8,2018
"scooter",199,998,7,2,8,2018
"scooter",191,0,12,6,8,2018
"scooter",222,70,14,5,8,2018
"scooter",1326,6335,12,4,8,2018
"scooter",320,291,7,3,8,2018
"scooter",529,1999,17,5,8,2018
"scooter",1207,2230,12,3,8,2018
"bicycle",1658,1979,12,0,8,2018
"scooter",159,337,14,6,8,2018
"scooter",644,0,12,2,8,2018
"scooter",228,902,17,3,8,2018
"scooter",62,0,12,3,8,2018
"scooter",236,796,19,1,8,2018
"scooter",291,573,9,3,8,2018
"scooter",1520,3435,17,4,8,2018
"scooter",449,618,14,4,8,2018
"scooter",1308,2825,20,0,8,2018
"scooter",20,559,12,6,8,2018
"scooter",108,462,10,2,8,2018
"scooter",2594,6923,2,0,8,2018
"scooter",2263,7251,11,0,8,2018
"scooter",195,130,11,6,8,2018
"scooter",117,219,21,4,8,2018
"scooter",457,393,21,4,8,2018
"scooter",599,1547,20,3,8,2018
"scooter",392,1002,8,4,8,2018
"scooter",867,2069,14,0,8,2018
"scooter",362,848,20,4,8,2018
"scooter",805,2195,17,0,8,2018
"scooter",464,0,16,3,8,2018
"scooter",918,1077,19,5,8,2018
"scooter",280,922,8,4,8,2018
"scooter",366,1880,11,5,8,2018
"scooter",217,513,13,6,8,2018
"scooter",236,443,12,4,8,2018
"scooter",800,571,8,6,8,2018
"scooter",1122,3247,14,0,8,2018
"scooter",589,1626,12,5,8,2018
"scooter",961,2765,19,2,8,2018
"scooter",371,1173,19,0,8,2018
"scooter",635,2407,21,5,8,2018
"scooter",13,2,15,0,8,2018
"scooter",197,272,19,6,8,2018
"scooter",246,772,21,4,8,2018
"scooter",753,2118,17,3,8,2018
"scooter",516,2678,17,5,8,2018
"scooter",1125,1589,13,1,8,2018
"scooter",65,43,19,4,8,2018
"scooter",1215,1876,16,6,8,2018
"scooter",439,1814,22,5,8,2018
"bicycle",2365,4685,19,5,8,2018
"scooter",2057,1808,15,0,8,2018
"scooter",71,222,18,0,8,2018
"scooter",453,2676,13,1,8,2018
"scooter",300,0,18,4,8,2018
"scooter",292,0,20,5,8,2018
"scooter",304,783,17,2,8,2018
"scooter",209,600,13,4,8,2018
"scooter",443,741,17,1,8,2018
"scooter",496,2603,13,0,8,2018
"scooter",608,1449,14,6,8,2018
"scooter",780,1289,13,6,8,2018
"scooter",711,3537,13,1,8,2018
"scooter",456,834,13,2,8,2018
"scooter",237,800,12,1,8,2018
"scooter",682,2767,21,3,8,2018
"bicycle",708,3364,12,3,8,2018
"bicycle",353,483,9,0,8,2018
"scooter",218,856,20,1,8,2018
"scooter",60,97,9,2,8,2018
"scooter",331,886,13,4,8,2018
"scooter",254,1040,15,4,8,2018
"scooter",1522,1152,14,3,8,2018
"scooter",4216,5865,17,3,8,2018
"scooter",462,750,12,0,8,2018
"scooter",390,1590,11,5,8,2018
"scooter",1221,2771,12,6,8,2018
"scooter",150,381,19,3,8,2018
"scooter",749,2148,17,0,8,2018
"scooter",2338,13977,13,0,8,2018
"scooter",593,937,20,5,8,2018
"scooter",1106,3848,15,0,8,2018
"scooter",184,254,12,2,8,2018
"scooter",242,0,12,3,8,2018
"bicycle",221372,105219,20,0,8,2018
"scooter",384,887,13,3,8,2018
"scooter",65,18,19,3,8,2018
"scooter",256,143,12,0,8,2018
"scooter",224,383,10,4,8,2018
"scooter",192,587,16,2,8,2018
"scooter",715,1253,10,0,8,2018
"scooter",1171,782,20,3,8,2018
"scooter",587,1828,17,0,8,2018
"scooter",475,2013,11,4,8,2018
"scooter",637,2395,17,3,8,2018
"scooter",281,131,20,3,8,2018
"scooter",672,667,15,0,8,2018
"scooter",591,900,20,0,8,2018
"scooter",123,81,21,5,8,2018
"scooter",408,505,20,2,8,2018
"scooter",1969,904,16,1,8,2018
"scooter",76,183,18,2,8,2018
"scooter",79,27,14,5,8,2018
"scooter",1321,2119,20,4,8,2018
"scooter",283,830,17,4,8,2018
"scooter",707,411,14,4,8,2018
"scooter",196,409,13,2,8,2018
"scooter",1560,2269,13,0,8,2018
"scooter",864,1580,19,3,8,2018
"scooter",217,393,16,4,8,2018
"scooter",174,414,7,4,8,2018
"scooter",177,605,16,6,8,2018
"scooter",168,0,18,4,8,2018
"scooter",788,3561,14,1,8,2018
"scooter",645,1980,18,6,8,2018
"scooter",864,1992,14,0,8,2018
"scooter",391,809,16,6,8,2018
"scooter",220,275,10,6,8,2018
"scooter",143,229,15,5,8,2018
"scooter",373,1290,9,3,8,2018
"scooter",632,847,21,6,8,2018
"scooter",331,722,16,1,8,2018
"scooter",1634,9466,8,4,8,2018
"scooter",179,203,16,3,8,2018
"scooter",276,712,13,0,8,2018
"scooter",571,1444,18,5,8,2018
"scooter",161,36,17,6,8,2018
"scooter",200,265,19,1,8,2018
"scooter",842,2258,18,2,8,2018
"scooter",1448,2713,13,5,8,2018
"scooter",465,1141,20,6,8,2018
"scooter",519,1439,19,5,8,2018
"scooter",481,1999,20,6,8,2018
"scooter",4523,9473,14,0,8,2018
"scooter",1272,2784,23,3,8,2018
"scooter",271,750,12,4,8,2018
"scooter",787,3073,11,3,8,2018
"scooter",257,1005,17,0,8,2018
"scooter",268,475,13,3,8,2018
"scooter",446,1090,11,0,8,2018
"scooter",293,364,18,1,8,2018
"scooter",89,237,13,2,8,2018
"scooter",408,302,16,3,8,2018
"scooter",280,1248,18,1,8,2018
"scooter",474,1756,11,3,8,2018
"scooter",510,844,13,5,8,2018
"scooter",88,182,18,6,8,2018
"scooter",352,937,15,5,8,2018
"scooter",397,566,18,3,8,2018
"scooter",111,0,15,6,8,2018
"scooter",312,681,15,2,8,2018
"scooter",149,306,12,2,8,2018
"scooter",1385,1445,17,6,8,2018
"scooter",222,552,18,1,8,2018
"scooter",148,334,15,3,8,2018
"scooter",184,350,12,3,8,2018
"scooter",368,0,18,6,8,2018
"bicycle",1090,2655,11,3,8,2018
"scooter",475,2468,16,3,8,2018
"bicycle",756,1641,1,6,8,2018
"scooter",137,402,17,4,8,2018
"scooter",266,1236,13,5,8,2018
"bicycle",4128,8240,15,6,8,2018
"scooter",157,478,20,6,8,2018
"scooter",141,170,17,5,8,2018
"scooter",158,0,8,4,8,2018
"scooter",2075,4709,15,6,8,2018
"scooter",174,789,8,5,8,2018
"scooter",261,416,8,5,8,2018
"scooter",201,418,20,2,8,2018
"scooter",594,1373,20,5,8,2018
"scooter",233,1204,14,3,8,2018
"scooter",166,623,10,3,8,2018
"scooter",2006,5525,14,0,8,2018
"scooter",341,579,19,2,8,2018
"scooter",347,1266,8,3,8,2018
"scooter",1187,2575,14,0,8,2018
"scooter",174,568,11,0,8,2018
"scooter",324,1820,13,1,8,2018
"scooter",405,1559,14,5,8,2018
"scooter",166,578,17,1,8,2018
"scooter",790,2058,12,1,8,2018
"scooter",865,2316,8,4,8,2018
"scooter",104,305,14,0,8,2018
"scooter",1028,1423,17,6,8,2018
"scooter",18,0,19,2,8,2018
"scooter",165,36,12,2,8,2018
"scooter",279,831,9,2,8,2018
"scooter",198,734,8,3,8,2018
"scooter",90,0,16,6,8,2018
"scooter",344,1402,7,4,8,2018
"scooter",4045,7052,19,1,8,2018
"scooter",355,855,15,1,8,2018
"scooter",1442,3239,18,5,8,2018
"scooter",754,525,17,6,8,2018
"scooter",305,1035,11,2,8,2018
"scooter",269,628,20,6,8,2018
"scooter",640,2774,16,1,8,2018
"scooter",364,1006,8,5,8,2018
"scooter",170,0,21,2,8,2018
"scooter",928,3235,17,6,8,2018
"scooter",299,773,19,2,8,2018
"scooter",304,938,20,4,8,2018
"scooter",271,88,13,5,8,2018
"scooter",510,2045,10,6,8,2018
"scooter",442,1188,11,6,8,2018
"scooter",649,542,12,6,8,2018
"scooter",46,10,23,1,8,2018
"bicycle",1079,5552,8,4,8,2018
"scooter",209,781,20,0,8,2018
"scooter",596,1638,19,3,8,2018
"scooter",116,459,21,4,8,2018
"scooter",342,1550,13,4,8,2018
"scooter",509,0,21,6,8,2018
"scooter",88,32,15,4,8,2018
"scooter",1017,2236,19,2,8,2018
"scooter",76,0,12,6,8,2018
"scooter",1688,1706,16,6,8,2018
"scooter",1093,3557,14,6,8,2018
"scooter",221,110,12,5,8,2018
"scooter",884,2920,22,3,8,2018
"scooter",916,1579,17,5,8,2018
"scooter",1825,2895,14,3,8,2018
"scooter",263,1310,9,1,8,2018
"scooter",476,370,18,3,8,2018
"scooter",864,2720,19,2,8,2018
"scooter",1794,529,14,0,8,2018
"scooter",142,0,20,5,8,2018
"scooter",463,1952,10,0,8,2018
"scooter",1784,1031,17,4,8,2018
"scooter",1309,1064,19,3,8,2018
"scooter",879,2055,13,0,8,2018
"scooter",565,1254,16,5,8,2018
"scooter",259,650,13,5,8,2018
"scooter",181,204,20,4,8,2018
"scooter",585,2102,15,6,8,2018
"scooter",501,2359,13,3,8,2018
"scooter",40,0,18,5,8,2018
"scooter",25,0,17,4,8,2018
"scooter",330,597,8,4,8,2018
"scooter",204,185,9,1,8,2018
"scooter",384,924,8,3,8,2018
"scooter",772,974,18,1,8,2018
"scooter",786,1568,17,3,8,2018
"scooter",822,819,20,5,8,2018
"scooter",179,625,15,5,8,2018
"scooter",704,2699,15,4,8,2018
"scooter",751,1127,12,3,8,2018
"scooter",2858,7053,13,2,8,2018
"scooter",1887,3016,12,1,8,2018
"scooter",646,1423,16,6,8,2018
"scooter",103,157,5,2,8,2018
"scooter",1659,4441,20,5,8,2018
"scooter",15,0,22,3,8,2018
"scooter",420,1062,17,6,8,2018
"scooter",54,41,19,2,8,2018
"scooter",570,984,16,5,8,2018
"scooter",605,773,14,5,8,2018
"scooter",249,0,9,4,8,2018
"scooter",282,547,9,3,8,2018
"bicycle",5,0,6,5,8,2018
"scooter",163,303,14,2,8,2018
"scooter",218,847,20,4,8,2018
"scooter",958,0,11,6,8,2018
"scooter",264,8,8,0,8,2018
"scooter",165,405,16,5,8,2018
"scooter",285,706,11,3,8,2018
"scooter",1075,2035,13,5,8,2018
"scooter",757,3535,14,5,8,2018
"scooter",178,592,14,5,8,2018
"scooter",115,441,13,5,8,2018
"scooter",994,3769,18,3,8,2018
"scooter",400,0,18,2,8,2018
"scooter",620,1241,20,2,8,2018
"scooter",339,542,13,4,8,2018
"scooter",2797,3965,18,1,8,2018
"scooter",638,665,12,0,8,2018
"scooter",716,1811,14,1,8,2018
"scooter",667,730,13,4,8,2018
"scooter",2547,2689,19,4,8,2018
"scooter",522,0,16,6,8,2018
"scooter",1448,3820,17,5,8,2018
"scooter",555,1687,16,6,8,2018
"scooter",1609,4148,12,6,8,2018
"scooter",573,3860,3,5,8,2018
"scooter",367,948,17,2,8,2018
"scooter",203,498,15,2,8,2018
"scooter",312,0,12,3,8,2018
"scooter",283,1571,0,5,8,2018
"scooter",40,0,13,3,8,2018
"scooter",408,985,11,6,8,2018
"scooter",396,1849,21,0,8,2018
"scooter",161,618,19,0,8,2018
"scooter",581,871,12,5,8,2018
"scooter",739,1550,20,4,8,2018
"scooter",185,437,9,2,8,2018
"scooter",552,840,12,1,8,2018
"scooter",264,808,12,6,8,2018
"scooter",118,36,21,2,8,2018
"scooter",1184,2234,11,0,8,2018
"scooter",651,2102,10,5,8,2018
"scooter",127,0,12,2,8,2018
"scooter",648,3173,15,3,8,2018
"scooter",157,97,16,2,8,2018
"scooter",329,0,13,3,8,2018
"scooter",120,225,10,0,8,2018
"scooter",385,1505,8,6,8,2018
"scooter",478,1692,20,3,8,2018
"scooter",869,3301,23,2,8,2018
"scooter",601,1151,15,3,8,2018
"scooter",62,0,11,4,8,2018
"scooter",137,118,21,2,8,2018
"scooter",1151,2712,16,4,8,2018
"scooter",744,2637,14,4,8,2018
"scooter",540,1038,16,5,8,2018
"scooter",244,763,20,2,8,2018
"scooter",278,668,11,4,8,2018
"scooter",1397,2641,15,6,8,2018
"scooter",126,531,17,4,8,2018
"scooter",571,0,19,1,8,2018
"scooter",256,864,20,3,8,2018
"scooter",331,28,16,3,8,2018
"scooter",914,2932,20,5,8,2018
"scooter",173,449,15,4,8,2018
"scooter",1764,3817,19,0,8,2018
"bicycle",1966,3557,7,4,8,2018
"scooter",1542,2792,19,6,8,2018
"scooter",229,0,11,5,8,2018
"scooter",350,761,9,5,8,2018
"scooter",231,466,18,3,8,2018
"scooter",346,952,9,1,8,2018
"scooter",930,2077,19,6,8,2018
"scooter",270,1272,15,2,8,2018
"scooter",654,1323,18,5,8,2018
"scooter",302,843,11,3,8,2018
"scooter",179,186,19,5,8,2018
"scooter",3547,4631,19,6,8,2018
"scooter",654,1732,7,4,8,2018
"scooter",203,532,13,6,8,2018
"scooter",240,886,14,4,8,2018
"scooter",258,883,10,0,8,2018
"scooter",477,529,15,5,8,2018
"scooter",1132,2244,16,0,8,2018
"scooter",1247,3290,18,3,8,2018
"scooter",332,907,14,5,8,2018
"scooter",1296,2722,14,5,8,2018
"scooter",1071,2444,11,2,8,2018
"scooter",562,1758,19,6,8,2018
"scooter",296,21,20,5,8,2018
"bicycle",423,1464,16,2,8,2018
"scooter",252,831,9,1,8,2018
"scooter",87,310,18,6,8,2018
"scooter",971,1204,15,1,8,2018
"scooter",279,807,15,6,8,2018
"scooter",809,2080,13,0,8,2018
"scooter",177,129,16,3,8,2018
"scooter",361,1471,22,4,8,2018
"scooter",459,1198,8,6,8,2018
"scooter",220,420,18,1,8,2018
"scooter",443,344,17,0,8,2018
"scooter",344,906,14,1,8,2018
"scooter",148,272,16,4,8,2018
"scooter",553,1025,11,0,8,2018
"scooter",237,1391,11,4,8,2018
"scooter",133,629,0,0,8,2018
"scooter",253,618,11,5,8,2018
"scooter",546,2179,7,5,8,2018
"scooter",280,282,21,2,8,2018
"scooter",150,516,15,6,8,2018
"scooter",503,747,17,3,8,2018
"scooter",61,122,18,4,8,2018
"scooter",464,1137,15,2,8,2018
"scooter",601,2414,19,1,8,2018
"scooter",204,395,13,4,8,2018
"scooter",468,1120,16,0,8,2018
"scooter",287,1339,11,4,8,2018
"scooter",914,1726,19,5,8,2018
"scooter",751,2037,23,4,8,2018
"scooter",766,803,8,6,8,2018
"scooter",3655,1868,17,5,8,2018
"scooter",539,524,21,4,8,2018
"scooter",3029,4060,22,3,8,2018
"scooter",1572,953,14,5,8,2018
"scooter",102,213,13,2,8,2018
"scooter",275,151,20,6,8,2018
"scooter",1253,1141,13,4,8,2018
"scooter",244,8,16,5,8,2018
"scooter",268,886,20,0,8,2018
"scooter",1288,2116,15,5,8,2018
"scooter",376,1364,16,3,8,2018
"scooter",633,0,16,6,8,2018
"scooter",659,1939,16,0,8,2018
"scooter",1469,2882,20,0,8,2018
"scooter",234,618,16,1,8,2018
"scooter",774,2589,13,4,8,2018
"scooter",323,913,9,6,8,2018
"scooter",193,725,11,2,8,2018
"scooter",161,301,11,5,8,2018
"scooter",318,599,14,5,8,2018
"scooter",113,215,19,3,8,2018
"scooter",342,1117,10,3,8,2018
"scooter",533,2494,17,4,8,2018
"scooter",1499,2661,16,0,8,2018
"scooter",772,0,22,0,8,2018
"scooter",502,1460,16,4,8,2018
"scooter",2813,4161,18,1,8,2018
"scooter",340,1280,11,6,8,2018
"scooter",391,1607,13,1,8,2018
"scooter",380,1448,17,5,8,2018
