"type","duration","distance","hour","day","month","year"
"scooter",1386,1052,17,1,8,2018
"scooter",251,448,21,6,8,2018
"scooter",491,2184,16,1,8,2018
"scooter",743,2501,14,4,8,2018
"scooter",218,1046,11,6,8,2018
"scooter",1164,1174,19,3,8,2018
"scooter",275,1283,12,4,8,2018
"scooter",1512,1564,9,6,8,2018
"scooter",598,1154,3,5,8,2018
"scooter",175,500,12,4,8,2018
"scooter",207,0,12,1,8,2018
"scooter",345,0,17,3,8,2018
"scooter",373,1314,9,2,8,2018
"scooter",961,1371,17,2,8,2018
"scooter",257,563,16,2,8,2018
"scooter",908,1558,2,3,8,2018
"scooter",3600,2755,18,0,8,2018
"scooter",863,2857,17,4,8,2018
"scooter",889,3399,16,2,8,2018
"scooter",131,296,16,6,8,2018
"scooter",492,1938,9,5,8,2018
"scooter",97,275,18,6,8,2018
"scooter",1360,4453,18,5,8,2018
"scooter",556,455,16,6,8,2018
"scooter",120,503,9,3,8,2018
"scooter",1586,3551,23,6,8,2018
"scooter",2980,1996,20,3,8,2018
"scooter",515,1126,12,4,8,2018
"scooter",735,534,17,2,8,2018
"scooter",805,321,14,3,8,2018
"scooter",5345,6122,20,5,8,2018
"scooter",181,666,12,5,8,2018
"scooter",364,0,8,2,8,2018
"bicycle",3957,9578,19,5,8,2018
"scooter",2530,10288,16,5,8,2018
"scooter",527,989,20,5,8,2018
"bicycle",538,1127,1,2,8,2018
"scooter",636,2101,13,6,8,2018
"scooter",403,1189,12,0,8,2018
"scooter",276,713,15,0,8,2018
"scooter",1375,4688,9,2,8,2018
"scooter",740,0,16,2,8,2018
"scooter",960,2558,19,1,8,2018
"scooter",118,590,19,4,8,2018
"scooter",233,1176,20,3,8,2018
"scooter",685,1471,13,1,8,2018
"scooter",434,804,18,3,8,2018
"scooter",266,965,20,2,8,2018
"scooter",540,752,15,0,8,2018
"scooter",203,867,12,5,8,2018
"scooter",820,2721,18,6,8,2018
"scooter",562,414,17,4,8,2018
"scooter",245,900,11,2,8,2018
"scooter",775,1860,19,0,8,2018
"scooter",228,697,3,6,8,2018
"scooter",1205,1419,20,5,8,2018
"scooter",199,535,10,6,8,2018
"scooter",1306,2938,15,6,8,2018
"scooter",199,383,13,5,8,2018
"scooter",277,1097,18,4,8,2018
"scooter",268,796,17,5,8,2018
"scooter",213,0,18,3,8,2018
"scooter",834,1442,13,6,8,2018
"scooter",1557,2318,20,0,8,2018
"scooter",209,371,18,3,8,2018
"scooter",127,0,12,0,8,2018
"scooter",138,603,10,3,8,2018
"scooter",14,0,15,6,8,2018
"scooter",646,1115,19,3,8,2018
"scooter",737,2221,16,6,8,2018
"scooter",1536,2219,18,6,8,2018
"scooter",426,1413,17,2,8,2018
"scooter",285,1138,9,5,8,2018
"scooter",199,657,18,4,8,2018
"scooter",553,273,12,5,8,2018
"scooter",524,2027,23,2,8,2018
"scooter",747,526,14,0,8,2018
"scooter",122,0,7,2,8,2018
"scooter",356,0,14,3,8,2018
"scooter",727,1073,11,5,8,2018
"scooter",190,488,16,2,8,2018
"scooter",548,1426,17,5,8,2018
"scooter",180,135,15,5,8,2018
"scooter",515,1968,4,6,8,2018
"bicycle",292,531,16,5,8,2018
"scooter",819,0,14,0,8,2018
"scooter",2243,5043,15,6,8,2018
"scooter",1009,2384,13,5,8,2018
"scooter",241,696,9,5,8,2018
"scooter",321,1420,17,2,8,2018
"scooter",250,806,19,2,8,2018
"scooter",8,0,19,2,8,2018
"scooter",1208,2577,20,3,8,2018
"scooter",353,782,17,6,8,2018
"bicycle",4851,14436,10,6,8,2018
"scooter",282,209,11,0,8,2018
"scooter",336,1413,17,3,8,2018
"scooter",500,1801,18,4,8,2018
"scooter",1827,2392,11,6,8,2018
"scooter",370,1077,20,5,8,2018
"scooter",295,657,11,3,8,2018
"scooter",207,610,17,0,8,2018
"scooter",459,1755,18,4,8,2018
"scooter",457,593,20,1,8,2018
"scooter",904,1807,9,0,8,2018
"scooter",2429,6702,19,4,8,2018
"scooter",216,1083,11,4,8,2018
"scooter",276,1314,19,2,8,2018
"scooter",575,1739,0,6,8,2018
"scooter",257,832,8,5,8,2018
"scooter",2013,3762,0,0,8,2018
"scooter",151,498,17,5,8,2018
"scooter",428,522,17,0,8,2018
"scooter",717,0,19,2,8,2018
"scooter",682,2773,18,1,8,2018
"scooter",295,1409,7,3,8,2018
"scooter",547,1892,0,3,8,2018
"scooter",533,2334,14,4,8,2018
"scooter",555,1425,15,0,8,2018
"scooter",484,2411,0,3,8,2018
"scooter",1228,2475,19,3,8,2018
"bicycle",3199,11056,12,1,8,2018
"scooter",243,503,16,5,8,2018
"scooter",298,1373,17,5,8,2018
"scooter",336,1277,13,3,8,2018
"scooter",617,448,17,5,8,2018
"scooter",423,262,18,6,8,2018
"scooter",8336,8425,13,6,8,2018
"scooter",243,421,16,1,8,2018
"scooter",282,0,11,5,8,2018
"scooter",254,424,20,1,8,2018
"scooter",974,0,22,0,8,2018
"scooter",739,1753,12,3,8,2018
"scooter",523,2252,16,4,8,2018
"bicycle",5429,7886,9,6,8,2018
"scooter",874,3450,17,6,8,2018
"scooter",718,1552,14,3,8,2018
"scooter",1396,2815,11,2,8,2018
"scooter",1765,1603,20,6,8,2018
"scooter",314,1064,18,0,8,2018
"scooter",12,0,21,2,8,2018
"scooter",122,181,14,4,8,2018
"scooter",581,629,1,5,8,2018
"scooter",1025,2570,19,5,8,2018
"scooter",245,284,22,5,8,2018
"scooter",551,2237,17,4,8,2018
"scooter",331,876,12,1,8,2018
"scooter",740,1837,9,4,8,2018
"scooter",910,1620,14,1,8,2018
"scooter",1716,6202,14,4,8,2018
"scooter",380,710,11,0,8,2018
"scooter",426,762,20,5,8,2018
"scooter",740,0,20,6,8,2018
"scooter",1890,4822,14,3,8,2018
"scooter",343,1117,16,2,8,2018
"scooter",553,2715,20,1,8,2018
"scooter",268,818,18,6,8,2018
"scooter",113,45,18,2,8,2018
"scooter",1436,2519,19,3,8,2018
"scooter",4044,5203,13,1,8,2018
"scooter",221,631,7,5,8,2018
"scooter",515,1537,8,1,8,2018
"scooter",1530,3308,19,3,8,2018
"scooter",86,42,12,3,8,2018
"scooter",62,0,12,6,8,2018
"scooter",758,312,15,2,8,2018
"scooter",592,1904,17,3,8,2018
"scooter",137,421,11,5,8,2018
"scooter",493,1427,8,5,8,2018
"bicycle",1160,3508,20,1,8,2018
"scooter",114,101,22,5,8,2018
"scooter",191,730,15,6,8,2018
"scooter",449,502,20,6,8,2018
"scooter",479,1202,10,0,8,2018
"scooter",216,571,12,5,8,2018
"scooter",216,685,15,5,8,2018
"scooter",359,971,16,4,8,2018
"scooter",957,3015,14,6,8,2018
"scooter",1045,1719,12,6,8,2018
"scooter",209,0,18,3,8,2018
"scooter",195,0,11,3,8,2018
"scooter",317,1073,9,2,8,2018
"scooter",627,1232,12,1,8,2018
"scooter",500,1821,17,2,8,2018
"scooter",947,3132,13,6,8,2018
"scooter",965,3937,5,0,8,2018
"scooter",1110,1548,17,6,8,2018
"scooter",331,1370,16,1,8,2018
"scooter",117,6,20,0,8,2018
"scooter",170,803,8,4,8,2018
"scooter",322,0,14,0,8,2018
"scooter",530,1206,13,4,8,2018
"scooter",1559,3445,16,6,8,2018
"scooter",189,0,8,2,8,2018
"scooter",438,0,15,0,8,2018
"scooter",403,755,10,5,8,2018
"scooter",792,1586,20,6,8,2018
"scooter",978,3896,13,0,8,2018
"scooter",610,1397,14,5,8,2018
"scooter",95,299,17,2,8,2018
"scooter",186,583,13,2,8,2018
"scooter",90,335,7,3,8,2018
"scooter",551,1409,19,4,8,2018
"scooter",393,1478,8,3,8,2018
"scooter",572,1512,0,2,8,2018
"scooter",1265,806,13,4,8,2018
"scooter",147,443,14,5,8,2018
"scooter",356,1329,19,1,8,2018
"scooter",377,483,18,0,8,2018
"scooter",588,1454,15,5,8,2018
"scooter",99,100,22,5,8,2018
"scooter",327,1001,14,5,8,2018
"scooter",528,0,16,6,8,2018
"scooter",198,878,20,1,8,2018
"scooter",133,383,13,1,8,2018
"scooter",797,3028,20,0,8,2018
"scooter",2787,4233,14,0,8,2018
"scooter",264,734,10,4,8,2018
"scooter",2186,2899,19,2,8,2018
"scooter",423,1675,15,4,8,2018
"scooter",279,628,12,5,8,2018
"scooter",1564,4092,17,6,8,2018
"scooter",214,479,7,4,8,2018
"scooter",361,457,22,1,8,2018
"scooter",586,2370,15,1,8,2018
"bicycle",720,2835,16,0,8,2018
"scooter",160,0,20,1,8,2018
"scooter",587,0,13,0,8,2018
"scooter",125,207,10,6,8,2018
"scooter",146,397,20,6,8,2018
"scooter",3041,3082,19,2,8,2018
"scooter",1732,2565,22,4,8,2018
"scooter",240,746,18,5,8,2018
"scooter",938,2033,19,2,8,2018
"scooter",83,195,19,2,8,2018
"scooter",489,1879,15,6,8,2018
"scooter",921,1951,19,2,8,2018
"scooter",216,684,14,4,8,2018
"scooter",1614,6166,19,4,8,2018
"scooter",917,3446,0,4,8,2018
"scooter",244,393,15,6,8,2018
"scooter",605,2688,20,3,8,2018
"scooter",241,171,18,5,8,2018
"scooter",266,396,15,6,8,2018
"scooter",359,602,11,3,8,2018
"scooter",408,1206,12,3,8,2018
"scooter",334,1449,18,4,8,2018
"scooter",384,1036,17,3,8,2018
"scooter",169,682,11,4,8,2018
"scooter",1093,1128,15,0,8,2018
"scooter",328,1597,16,3,8,2018
"scooter",288,1480,20,4,8,2018
"scooter",2616,2277,11,0,8,2018
"scooter",1330,393,13,0,8,2018
"scooter",976,487,18,6,8,2018
"scooter",244,1098,18,5,8,2018
"scooter",713,2462,11,4,8,2018
"scooter",341,513,17,4,8,2018
"scooter",458,742,13,1,8,2018
"scooter",297,441,18,5,8,2018
"scooter",2384,3015,13,6,8,2018
"scooter",63,24,14,6,8,2018
"scooter",427,636,17,4,8,2018
"scooter",622,605,20,0,8,2018
"scooter",240,735,13,2,8,2018
"scooter",5016,7302,18,5,8,2018
"scooter",717,1656,17,0,8,2018
"scooter",1510,3298,14,2,8,2018
"scooter",1187,2771,21,0,8,2018
"scooter",385,257,17,5,8,2018
"scooter",1115,4208,16,2,8,2018
"scooter",983,2822,21,4,8,2018
"scooter",1074,2207,17,4,8,2018
"scooter",277,933,13,5,8,2018
"scooter",393,1300,13,6,8,2018
"scooter",1067,1541,17,3,8,2018
"scooter",748,1741,20,6,8,2018
"scooter",364,1191,13,3,8,2018
"scooter",654,1274,23,6,8,2018
"scooter",1309,1143,12,0,8,2018
"scooter",254,686,20,1,8,2018
"scooter",1339,892,14,5,8,2018
"scooter",1623,3346,10,5,8,2018
"scooter",339,949,16,4,8,2018
"scooter",317,723,12,5,8,2018
"scooter",556,901,10,6,8,2018
"scooter",364,1017,9,0,8,2018
"scooter",428,1096,16,5,8,2018
"scooter",383,849,13,4,8,2018
"scooter",52,66,18,4,8,2018
"scooter",85,34,11,2,8,2018
"scooter",567,1164,12,0,8,2018
"scooter",264,1273,9,3,8,2018
"scooter",102,216,15,4,8,2018
"scooter",1204,3609,20,6,8,2018
"scooter",2606,4552,12,6,8,2018
"scooter",635,1023,20,0,8,2018
"scooter",218,230,11,3,8,2018
"scooter",2774,4393,18,0,8,2018
"scooter",539,1869,21,5,8,2018
"scooter",342,1548,9,1,8,2018
"scooter",278,802,8,3,8,2018
"scooter",386,1681,13,1,8,2018
"scooter",79,269,17,1,8,2018
"scooter",275,1288,19,5,8,2018
"scooter",182,2366,19,5,8,2018
"scooter",434,342,14,0,8,2018
"scooter",2395,4851,16,6,8,2018
"scooter",1999,3509,14,0,8,2018
"scooter",698,0,17,1,8,2018
"scooter",3352,8079,10,6,8,2018
"scooter",175,591,12,0,8,2018
"scooter",236,1147,18,6,8,2018
"bicycle",487,1867,8,5,8,2018
"scooter",275,642,13,6,8,2018
"scooter",120,311,17,4,8,2018
"scooter",236,757,16,5,8,2018
"scooter",445,2125,20,2,8,2018
"scooter",380,1670,0,6,8,2018
"scooter",122,393,18,1,8,2018
"scooter",351,0,17,0,8,2018
"scooter",118,308,11,1,8,2018
"scooter",242,411,17,2,8,2018
"scooter",189,246,20,4,8,2018
"scooter",561,1031,21,5,8,2018
"scooter",184,0,9,0,8,2018
"scooter",398,1036,16,2,8,2018
"scooter",445,1322,20,4,8,2018
"scooter",340,1489,14,3,8,2018
"scooter",310,891,23,4,8,2018
"scooter",100,259,19,4,8,2018
"scooter",1985,914,13,0,8,2018
"scooter",767,1630,14,3,8,2018
"scooter",49,62,10,3,8,2018
"scooter",557,1777,21,1,8,2018
"scooter",1936,3782,19,0,8,2018
"scooter",2539,5858,11,1,8,2018
"scooter",253,820,17,0,8,2018
"scooter",622,1587,21,0,8,2018
"scooter",293,1161,16,5,8,2018
"scooter",615,1448,11,0,8,2018
"scooter",170,499,8,4,8,2018
"scooter",535,1925,17,4,8,2018
"scooter",166,134,13,5,8,2018
"scooter",366,792,17,5,8,2018
"scooter",342,2366,14,5,8,2018
"scooter",198,522,12,6,8,2018
"scooter",749,1768,15,3,8,2018
"scooter",76,123,16,3,8,2018
"scooter",2713,5693,14,2,8,2018
"scooter",887,1223,11,3,8,2018
"scooter",25,9,21,0,8,2018
"scooter",195,428,10,5,8,2018
"scooter",226,254,12,3,8,2018
"scooter",1004,1112,14,4,8,2018
"scooter",1305,3463,10,6,8,2018
"scooter",603,2577,17,4,8,2018
"scooter",1316,3839,14,5,8,2018
"scooter",272,233,17,6,8,2018
"bicycle",281,1561,14,5,8,2018
"bicycle",717,3557,17,4,8,2018
"scooter",378,27,14,5,8,2018
"scooter",559,2076,8,1,8,2018
"scooter",52,0,10,5,8,2018
"scooter",362,33,10,6,8,2018
"scooter",510,368,17,6,8,2018
"scooter",323,1463,20,3,8,2018
"scooter",526,1260,12,3,8,2018
"scooter",1264,4702,13,0,8,2018
"scooter",209,799,11,5,8,2018
"scooter",467,939,18,6,8,2018
"scooter",1401,5207,14,4,8,2018
"scooter",376,1997,15,4,8,2018
"scooter",1341,722,15,0,8,2018
"scooter",385,0,18,1,8,2018
"scooter",1361,4413,20,5,8,2018
"scooter",761,0,20,4,8,2018
"scooter",996,2176,10,0,8,2018
"scooter",393,736,17,4,8,2018
"scooter",251,1096,14,5,8,2018
"scooter",2699,10042,18,3,8,2018
"scooter",227,963,11,4,8,2018
"scooter",215,0,21,5,8,2018
"scooter",237,591,22,5,8,2018
"scooter",330,474,16,4,8,2018
"scooter",208,269,13,6,8,2018
"scooter",660,0,11,4,8,2018
"scooter",575,2428,19,5,8,2018
"scooter",132,522,9,6,8,2018
"scooter",171,778,20,2,8,2018
"scooter",246,323,12,4,8,2018
"scooter",170,463,16,3,8,2018
"scooter",742,1370,12,3,8,2018
"scooter",383,751,15,1,8,2018
"scooter",549,1454,11,2,8,2018
"scooter",228,476,11,4,8,2018
"scooter",908,4520,16,2,8,2018
"scooter",326,699,9,5,8,2018
"scooter",180,277,16,1,8,2018
"scooter",1206,3457,20,1,8,2018
"scooter",504,1621,16,3,8,2018
"scooter",378,600,16,0,8,2018
"scooter",542,1462,14,6,8,2018
"scooter",243,603,18,3,8,2018
"scooter",473,1267,19,0,8,2018
"scooter",924,2542,14,6,8,2018
"scooter",278,668,11,6,8,2018
"scooter",744,278,14,5,8,2018
"scooter",1854,6891,16,0,8,2018
"scooter",1121,3748,16,6,8,2018
"scooter",214,353,9,5,8,2018
"scooter",449,1125,12,4,8,2018
"scooter",335,114,18,3,8,2018
"scooter",420,1298,16,2,8,2018
"scooter",718,2586,19,2,8,2018
"scooter",330,0,18,1,8,2018
"scooter",330,1137,12,5,8,2018
"scooter",2778,2688,19,0,8,2018
"scooter",522,2332,8,2,8,2018
"bicycle",2312,5118,15,3,8,2018
"scooter",284,342,14,1,8,2018
"scooter",500,1709,20,4,8,2018
"scooter",320,615,13,4,8,2018
"scooter",1083,1834,0,6,8,2018
"scooter",1347,2380,15,1,8,2018
"scooter",257,361,15,3,8,2018
"scooter",245,1006,10,5,8,2018
"bicycle",276,901,14,0,8,2018
"scooter",211,33,15,0,8,2018
"scooter",2631,4488,14,5,8,2018
"scooter",283,797,17,2,8,2018
"scooter",680,2078,10,0,8,2018
"scooter",146,52,21,2,8,2018
"scooter",114,273,20,4,8,2018
"scooter",190,567,12,4,8,2018
"scooter",226,595,12,1,8,2018
"scooter",499,1478,21,5,8,2018
"scooter",268,921,12,5,8,2018
"scooter",693,1524,12,2,8,2018
"scooter",76,53,18,0,8,2018
"scooter",2609,5339,16,6,8,2018
"scooter",380,289,13,1,8,2018
"scooter",450,6,19,6,8,2018
"scooter",422,1650,11,2,8,2018
"scooter",1591,3953,12,6,8,2018
"scooter",2792,3982,14,6,8,2018
"scooter",2483,4606,21,3,8,2018
"scooter",1997,8854,9,0,8,2018
"scooter",278,753,19,3,8,2018
"scooter",196,328,15,4,8,2018
"scooter",1027,2205,11,4,8,2018
"scooter",205,923,16,2,8,2018
"scooter",666,2251,17,3,8,2018
"scooter",433,1142,14,4,8,2018
"scooter",406,611,20,6,8,2018
"scooter",6877,15566,18,6,8,2018
"scooter",149,303,15,0,8,2018
"scooter",850,1512,15,6,8,2018
"scooter",1044,1171,13,3,8,2018
"scooter",43,55,19,5,8,2018
"scooter",362,466,19,0,8,2018
"scooter",915,1015,10,6,8,2018
"scooter",568,0,3,3,8,2018
"scooter",107,344,20,3,8,2018
"scooter",436,1583,12,6,8,2018
"scooter",189,567,12,4,8,2018
"scooter",439,1503,20,5,8,2018
"scooter",1004,2371,15,4,8,2018
"scooter",625,1420,18,3,8,2018
"scooter",1661,6115,15,2,8,2018
"scooter",3959,2058,14,4,8,2018
"scooter",308,486,19,6,8,2018
"scooter",2458,4715,10,0,8,2018
"scooter",1627,4100,15,5,8,2018
"scooter",402,1322,8,1,8,2018
"scooter",164,421,9,4,8,2018
"scooter",369,0,11,0,8,2018
"scooter",227,814,8,2,8,2018
"scooter",443,1112,19,3,8,2018
"scooter",853,1155,13,1,8,2018
"scooter",902,1773,20,2,8,2018
"scooter",659,1938,17,5,8,2018
"scooter",2081,3088,20,4,8,2018
"scooter",3049,4470,20,4,8,2018
"scooter",1232,1735,16,6,8,2018
"scooter",422,576,23,5,8,2018
"scooter",817,2059,17,1,8,2018
"scooter",442,211,19,0,8,2018
"scooter",58,0,17,3,8,2018
"scooter",26,0,12,4,8,2018
"scooter",189,1014,11,2,8,2018
"scooter",142,346,18,3,8,2018
"scooter",3162,3964,12,4,8,2018
"scooter",327,960,9,2,8,2018
"scooter",293,1128,13,2,8,2018
"scooter",933,2931,21,0,8,2018
"scooter",391,694,14,6,8,2018
"scooter",209,537,18,1,8,2018
"scooter",510,1775,11,1,8,2018
"scooter",297,917,11,3,8,2018
"scooter",474,1344,14,4,8,2018
"scooter",315,464,13,2,8,2018
"scooter",1270,1101,20,6,8,2018
"scooter",262,314,18,0,8,2018
"scooter",553,1436,15,3,8,2018
"scooter",846,1846,18,5,8,2018
"scooter",84,0,15,5,8,2018
"scooter",242,889,12,1,8,2018
"scooter",238,1090,14,2,8,2018
"scooter",362,920,12,3,8,2018
"bicycle",819,2575,18,4,8,2018
"scooter",552,1864,20,4,8,2018
"scooter",415,1056,16,5,8,2018
"scooter",265,810,16,0,8,2018
"scooter",304,811,17,1,8,2018
"scooter",1206,514,17,5,8,2018
"scooter",1356,4495,17,3,8,2018
"scooter",168,255,15,5,8,2018
"scooter",83,111,12,0,8,2018
"scooter",224,488,17,5,8,2018
"scooter",520,2252,21,3,8,2018
"scooter",517,2141,12,1,8,2018
"bicycle",732,2140,15,6,8,2018
"scooter",812,1847,10,5,8,2018
"scooter",55,29,2,6,8,2018
"scooter",6928,7376,14,0,8,2018
"scooter",633,1620,22,0,8,2018
"scooter",50,131,19,2,8,2018
"scooter",1889,2766,17,3,8,2018
"scooter",582,475,18,4,8,2018
"scooter",1045,4706,3,5,8,2018
"scooter",240,701,15,2,8,2018
"scooter",330,1026,12,4,8,2018
"scooter",1120,1296,11,5,8,2018
"scooter",1032,929,20,3,8,2018
"scooter",4947,10049,14,6,8,2018
"scooter",519,987,17,0,8,2018
"scooter",81,161,19,4,8,2018
"scooter",1013,3451,9,2,8,2018
"scooter",73,28,11,1,8,2018
"scooter",352,1148,15,0,8,2018
"scooter",236,599,13,0,8,2018
"scooter",253,318,11,0,8,2018
"scooter",2246,1799,17,6,8,2018
"scooter",172,760,23,0,8,2018
"scooter",745,2254,19,3,8,2018
"scooter",653,0,13,6,8,2018
"scooter",234,1138,11,5,8,2018
"scooter",308,1017,17,3,8,2018
"scooter",382,1420,9,5,8,2018
"scooter",1069,1448,21,5,8,2018
"scooter",717,1358,20,4,8,2018
"scooter",63,153,8,5,8,2018
"scooter",819,1194,16,3,8,2018
"scooter",628,1195,14,6,8,2018
"scooter",1155,1940,21,1,8,2018
"scooter",415,788,11,2,8,2018
"scooter",1055,2405,20,4,8,2018
"scooter",1762,2525,17,6,8,2018
"scooter",535,2242,11,4,8,2018
"scooter",384,968,19,5,8,2018
"scooter",186,308,16,0,8,2018
"scooter",691,3022,12,5,8,2018
"scooter",978,1222,22,4,8,2018
"scooter",266,493,16,5,8,2018
"scooter",126,342,13,5,8,2018
"bicycle",1463,3911,13,5,8,2018
"scooter",365,1668,17,2,8,2018
"scooter",157,386,18,4,8,2018
"scooter",832,2943,17,3,8,2018
"scooter",772,1308,19,6,8,2018
"scooter",300,491,17,2,8,2018
"scooter",1973,752,14,3,8,2018
"scooter",493,742,16,2,8,2018
"scooter",565,1988,14,3,8,2018
"scooter",45,26,11,5,8,2018
"scooter",363,1069,14,4,8,2018
"scooter",287,0,11,2,8,2018
"scooter",970,1070,10,4,8,2018
"scooter",872,3112,15,1,8,2018
"scooter",573,1389,16,6,8,2018
"scooter",1759,2954,20,3,8,2018
"scooter",261,1041,23,1,8,2018
"scooter",266,973,20,4,8,2018
"scooter",102,348,16,3,8,2018
"scooter",151,218,14,0,8,2018
"scooter",336,422,17,0,8,2018
"scooter",302,915,13,4,8,2018
"scooter",329,799,19,4,8,2018
"scooter",565,912,15,6,8,2018
"scooter",1273,5021,18,4,8,2018
