"type","duration","distance","hour","day","month","year"
"scooter",123,17,19,1,9,2018
"scooter",733,3091,19,4,9,2018
"scooter",1521,5756,17,6,9,2018
"scooter",851,0,18,6,9,2018
"scooter",294,409,9,5,9,2018
"scooter",1008,1019,14,6,9,2018
"scooter",113,122,17,3,9,2018
"scooter",41,4,15,0,9,2018
"scooter",371,246,18,4,9,2018
"scooter",685,0,22,6,9,2018
"scooter",398,847,12,4,9,2018
"scooter",528,300,22,5,9,2018
"scooter",252,858,19,5,9,2018
"scooter",403,300,18,6,9,2018
"scooter",356,846,7,5,9,2018
"scooter",301,602,23,3,9,2018
"scooter",267,613,15,1,9,2018
"scooter",377,1233,11,0,9,2018
"scooter",260,0,12,3,9,2018
"scooter",647,977,13,5,9,2018
"scooter",993,0,12,0,9,2018
"scooter",253,228,0,2,9,2018
"scooter",2074,5283,15,3,9,2018
"scooter",946,795,17,6,9,2018
"scooter",1017,2795,14,6,9,2018
"scooter",696,2072,10,5,9,2018
"scooter",1770,2523,20,3,9,2018
"scooter",290,695,10,6,9,2018
"scooter",148,107,16,5,9,2018
"scooter",249,4183,16,6,9,2018
"scooter",238,0,9,3,9,2018
"bicycle",1009,4587,9,1,9,2018
"scooter",283,820,15,4,9,2018
"scooter",309,70,12,6,9,2018
"scooter",1168,2523,14,6,9,2018
"scooter",1138,2331,13,2,9,2018
"scooter",527,1297,20,0,9,2018
"scooter",1734,4557,13,4,9,2018
"scooter",468,1592,7,3,9,2018
"scooter",188,359,11,4,9,2018
"scooter",77,0,15,0,9,2018
"scooter",109,0,11,0,9,2018
"scooter",179,123,12,1,9,2018
"scooter",1696,2979,18,5,9,2018
"scooter",160,463,11,3,9,2018
"scooter",294,442,15,3,9,2018
"scooter",132,0,9,5,9,2018
"scooter",537,2419,8,5,9,2018
"scooter",84,32,16,6,9,2018
"scooter",222,0,21,3,9,2018
"scooter",300,0,20,6,9,2018
"scooter",386,1168,14,5,9,2018
"scooter",899,3800,16,6,9,2018
"scooter",497,1070,19,3,9,2018
"scooter",568,1796,18,0,9,2018
"scooter",308,1273,15,4,9,2018
"scooter",4500,6298,11,3,9,2018
"scooter",703,2525,13,5,9,2018
"scooter",392,1278,14,4,9,2018
"scooter",361,1097,12,4,9,2018
"bicycle",1590,5713,18,0,9,2018
"scooter",466,0,12,4,9,2018
"scooter",91,115,17,6,9,2018
"scooter",229,441,15,6,9,2018
"scooter",637,1149,20,2,9,2018
"scooter",303,1110,12,1,9,2018
"scooter",242,428,16,1,9,2018
"scooter",70,242,16,5,9,2018
"scooter",2583,2222,19,6,9,2018
"scooter",196,428,18,4,9,2018
"scooter",371,1144,10,0,9,2018
"scooter",725,2431,14,4,9,2018
"scooter",362,1300,14,4,9,2018
"scooter",67,53,18,6,9,2018
"scooter",359,224,13,6,9,2018
"scooter",1061,1400,11,3,9,2018
"scooter",235,13552,20,5,9,2018
"scooter",778,2929,19,1,9,2018
"scooter",2203,924,17,5,9,2018
"scooter",165,0,19,6,9,2018
"scooter",194,2,18,6,9,2018
"scooter",326,651,15,3,9,2018
"scooter",493,1058,12,6,9,2018
"scooter",706,548,20,3,9,2018
"bicycle",772,5021,11,3,9,2018
"scooter",86,111,16,6,9,2018
"scooter",291,1200,10,5,9,2018
"scooter",1126,3807,17,1,9,2018
"scooter",1101,5800,9,3,9,2018
"scooter",758,2009,16,1,9,2018
"scooter",539,2128,11,2,9,2018
"scooter",119,235,14,1,9,2018
"scooter",172,0,18,3,9,2018
"scooter",665,0,16,6,9,2018
"scooter",397,1098,9,5,9,2018
"scooter",375,941,15,2,9,2018
"scooter",114,0,17,3,9,2018
"scooter",906,2329,16,0,9,2018
"scooter",540,1736,9,4,9,2018
"scooter",252,869,13,6,9,2018
"scooter",762,1524,17,4,9,2018
"scooter",692,1612,14,6,9,2018
"scooter",596,582,17,6,9,2018
"bicycle",960,0,19,5,9,2018
"scooter",131,0,15,5,9,2018
"scooter",322,970,11,0,9,2018
"scooter",1141,2578,10,6,9,2018
"scooter",317,979,12,1,9,2018
"scooter",64,160,19,5,9,2018
"scooter",827,1285,18,4,9,2018
"scooter",466,2100,11,3,9,2018
"scooter",444,962,17,2,9,2018
"scooter",1200,0,19,0,9,2018
"scooter",437,0,14,6,9,2018
"scooter",234,985,11,2,9,2018
"scooter",1094,2918,19,1,9,2018
"scooter",231,802,19,4,9,2018
"scooter",291,765,10,2,9,2018
"scooter",408,1399,11,1,9,2018
"scooter",543,677,11,0,9,2018
"scooter",545,1114,12,6,9,2018
"bicycle",87,63,11,5,9,2018
"scooter",261,1026,14,3,9,2018
"scooter",1104,5200,17,2,9,2018
"scooter",66,0,12,4,9,2018
"scooter",165,0,20,3,9,2018
"scooter",219,492,15,5,9,2018
"scooter",693,1300,19,6,9,2018
"scooter",438,1992,14,1,9,2018
"scooter",592,0,17,6,9,2018
"scooter",609,648,13,1,9,2018
"scooter",1561,1144,18,1,9,2018
"scooter",486,854,20,1,9,2018
"scooter",131,144,15,0,9,2018
"scooter",459,984,14,4,9,2018
"scooter",407,967,18,0,9,2018
"scooter",784,2600,17,0,9,2018
"scooter",257,603,12,0,9,2018
"scooter",1699,1669,12,3,9,2018
"scooter",409,850,10,2,9,2018
"scooter",155,0,16,1,9,2018
"scooter",1762,1532,19,6,9,2018
"bicycle",4725,5520,13,2,9,2018
"scooter",900,0,13,3,9,2018
"scooter",982,2300,16,1,9,2018
"scooter",240,387,9,6,9,2018
"scooter",140,351,17,3,9,2018
"scooter",194,359,7,0,9,2018
"scooter",177,590,12,3,9,2018
"scooter",1537,2873,19,6,9,2018
"scooter",80,131,12,0,9,2018
"scooter",52,11,15,0,9,2018
"scooter",604,2500,13,0,9,2018
"scooter",544,1535,18,5,9,2018
"scooter",245,257,14,2,9,2018
"scooter",405,1630,14,5,9,2018
"scooter",164,373,2,1,9,2018
"scooter",1129,3737,19,4,9,2018
"scooter",109,56,13,1,9,2018
"scooter",518,2314,22,0,9,2018
"scooter",172,0,10,2,9,2018
"scooter",279,438,16,3,9,2018
"scooter",717,951,18,0,9,2018
"scooter",1193,3329,10,0,9,2018
"scooter",241,0,12,3,9,2018
"scooter",311,765,10,1,9,2018
"scooter",884,2904,15,6,9,2018
"scooter",502,1244,13,3,9,2018
"scooter",298,902,19,6,9,2018
"scooter",300,473,12,1,9,2018
"scooter",366,268,8,2,9,2018
"scooter",354,0,16,5,9,2018
"scooter",2021,2382,17,6,9,2018
"scooter",623,0,16,1,9,2018
"scooter",417,587,16,1,9,2018
"scooter",132,336,9,2,9,2018
"scooter",159,0,11,4,9,2018
"scooter",42,0,17,2,9,2018
"scooter",172,451,18,4,9,2018
"scooter",507,1817,19,0,9,2018
"scooter",403,1160,11,2,9,2018
"scooter",370,799,10,2,9,2018
"scooter",326,1125,17,1,9,2018
"scooter",135,488,13,6,9,2018
"scooter",10,31,11,6,9,2018
"scooter",620,1712,7,1,9,2018
"scooter",239,778,12,0,9,2018
"scooter",57,8,13,1,9,2018
"scooter",538,651,14,6,9,2018
"scooter",512,692,20,0,9,2018
"scooter",75,38,18,0,9,2018
"scooter",496,1219,12,1,9,2018
"scooter",1190,2400,11,0,9,2018
"scooter",338,390,17,5,9,2018
"scooter",247,0,15,3,9,2018
"scooter",1428,3647,19,6,9,2018
"scooter",434,0,13,3,9,2018
"scooter",628,2294,18,5,9,2018
"scooter",754,932,20,1,9,2018
"scooter",1215,3084,18,0,9,2018
"scooter",265,465,7,1,9,2018
"scooter",675,0,11,1,9,2018
"scooter",175,0,16,1,9,2018
"scooter",477,1079,15,5,9,2018
"scooter",191,27,20,2,9,2018
"scooter",498,1855,17,2,9,2018
"scooter",1569,436,19,5,9,2018
"scooter",210,939,20,6,9,2018
"scooter",150,149,12,4,9,2018
"scooter",744,1806,10,3,9,2018
"scooter",234,35,16,0,9,2018
"scooter",358,1436,15,2,9,2018
"scooter",312,1099,16,0,9,2018
"scooter",2040,4470,17,5,9,2018
"scooter",1508,4166,17,1,9,2018
"scooter",315,596,16,2,9,2018
"scooter",208,0,19,3,9,2018
"scooter",366,1651,8,1,9,2018
"scooter",340,629,16,0,9,2018
"scooter",482,323,12,5,9,2018
"scooter",184,522,19,3,9,2018
"scooter",379,482,14,6,9,2018
"scooter",153,464,16,5,9,2018
"scooter",431,1251,19,5,9,2018
"scooter",1411,1144,18,0,9,2018
"scooter",1511,730,2,6,9,2018
"scooter",293,1364,16,0,9,2018
"scooter",473,1600,14,6,9,2018
"scooter",505,1812,15,0,9,2018
"scooter",146,273,12,4,9,2018
"scooter",867,3258,19,0,9,2018
"scooter",286,728,18,3,9,2018
"scooter",2071,1902,18,0,9,2018
"scooter",309,796,19,3,9,2018
"scooter",344,0,13,3,9,2018
"scooter",655,436,19,2,9,2018
"scooter",759,279,9,4,9,2018
"scooter",581,809,20,0,9,2018
"scooter",2539,2669,16,6,9,2018
"scooter",171,217,14,1,9,2018
"scooter",183,538,18,3,9,2018
"scooter",314,1283,19,1,9,2018
"scooter",373,664,15,6,9,2018
"scooter",202,410,18,0,9,2018
"scooter",339,736,16,2,9,2018
"scooter",248,700,4,4,9,2018
"scooter",343,1347,17,3,9,2018
"scooter",321,865,15,5,9,2018
"scooter",41,0,20,0,9,2018
"scooter",666,418,19,5,9,2018
"scooter",947,2650,20,6,9,2018
"scooter",588,1800,19,4,9,2018
"scooter",260,1027,10,4,9,2018
"scooter",570,1571,13,6,9,2018
"scooter",3916,8356,11,1,9,2018
"scooter",818,3222,13,4,9,2018
"scooter",588,0,12,6,9,2018
"scooter",354,1081,12,6,9,2018
"scooter",401,1700,11,5,9,2018
"scooter",201,377,10,0,9,2018
"scooter",304,541,17,2,9,2018
"scooter",284,214,12,3,9,2018
"scooter",299,683,15,5,9,2018
"scooter",1049,2527,13,2,9,2018
"scooter",560,1919,17,2,9,2018
"scooter",239,867,13,3,9,2018
"scooter",661,446,13,6,9,2018
"scooter",386,1241,7,2,9,2018
"scooter",303,1057,10,4,9,2018
"scooter",316,919,10,0,9,2018
"scooter",123,1,9,1,9,2018
"bicycle",177,90,16,6,9,2018
"scooter",1336,2481,19,0,9,2018
"scooter",221,519,9,1,9,2018
"scooter",359,639,13,1,9,2018
"scooter",242,325,13,5,9,2018
"scooter",154,217,11,2,9,2018
"scooter",520,599,20,3,9,2018
"scooter",452,819,14,2,9,2018
"scooter",70,0,11,4,9,2018
"scooter",156,313,20,3,9,2018
"scooter",245,448,10,5,9,2018
"scooter",802,2605,13,5,9,2018
"bicycle",2341,9077,12,0,9,2018
"scooter",551,0,17,1,9,2018
"scooter",206,432,21,4,9,2018
"scooter",571,0,11,6,9,2018
"scooter",494,568,11,3,9,2018
"scooter",262,1059,20,0,9,2018
"scooter",2973,5072,12,0,9,2018
"scooter",345,400,19,6,9,2018
"scooter",467,759,20,6,9,2018
"scooter",324,919,19,3,9,2018
"scooter",389,0,18,3,9,2018
"scooter",37,5,11,3,9,2018
"scooter",2307,4932,12,6,9,2018
"scooter",370,0,19,6,9,2018
"scooter",1287,498,11,5,9,2018
"scooter",315,1211,8,3,9,2018
"scooter",170,228,13,0,9,2018
"scooter",2700,1488,17,3,9,2018
"scooter",53,0,19,4,9,2018
"scooter",323,543,16,0,9,2018
"scooter",350,0,8,6,9,2018
"scooter",291,835,20,6,9,2018
"scooter",1107,4265,13,2,9,2018
"scooter",461,330,17,6,9,2018
"scooter",1572,1603,16,6,9,2018
"scooter",1279,2972,20,4,9,2018
"scooter",16,15,15,1,9,2018
"scooter",353,1000,12,1,9,2018
"scooter",522,2351,16,0,9,2018
"scooter",781,788,19,4,9,2018
"scooter",170,614,16,2,9,2018
"scooter",1452,4378,12,6,9,2018
"scooter",229,382,20,2,9,2018
"scooter",205,205,15,1,9,2018
"scooter",347,920,13,4,9,2018
"scooter",614,2567,18,6,9,2018
"scooter",90,19,14,6,9,2018
"scooter",108,0,14,3,9,2018
"scooter",166,419,11,3,9,2018
"scooter",122,0,12,4,9,2018
"bicycle",854,772,20,5,9,2018
"scooter",375,786,12,6,9,2018
"scooter",170,241,14,2,9,2018
"scooter",238,752,9,5,9,2018
"scooter",303,392,20,0,9,2018
"scooter",545,1400,13,5,9,2018
"scooter",712,0,15,4,9,2018
"scooter",250,651,13,5,9,2018
"scooter",95,79,20,3,9,2018
"scooter",169,405,18,0,9,2018
"scooter",3601,14900,14,6,9,2018
"scooter",627,1684,14,5,9,2018
"scooter",268,1129,11,5,9,2018
"scooter",176,524,20,0,9,2018
"scooter",347,900,20,4,9,2018
"bicycle",800,3251,16,4,9,2018
"scooter",146,15,19,6,9,2018
"scooter",194,679,8,0,9,2018
"scooter",266,700,17,5,9,2018
"scooter",1050,2725,13,5,9,2018
"scooter",295,242,17,5,9,2018
"scooter",178,659,16,4,9,2018
"scooter",615,917,17,2,9,2018
"scooter",1361,589,16,5,9,2018
"scooter",1261,3944,17,6,9,2018
"scooter",379,1509,10,3,9,2018
"scooter",392,1549,8,1,9,2018
"scooter",522,0,18,4,9,2018
"scooter",285,0,12,1,9,2018
"scooter",510,2125,19,0,9,2018
"scooter",680,670,16,1,9,2018
"scooter",515,1500,15,3,9,2018
"scooter",248,469,16,3,9,2018
"scooter",364,1200,9,5,9,2018
"scooter",964,0,13,1,9,2018
"scooter",466,1144,10,6,9,2018
"scooter",265,1039,13,3,9,2018
"scooter",615,0,10,4,9,2018
"scooter",143,177,8,5,9,2018
"scooter",103,0,13,6,9,2018
"scooter",374,1060,17,5,9,2018
"scooter",201,487,12,3,9,2018
"scooter",430,1336,9,6,9,2018
"scooter",154,214,11,4,9,2018
"scooter",599,0,17,0,9,2018
"scooter",320,667,15,6,9,2018
"scooter",386,924,12,2,9,2018
"scooter",47,0,13,6,9,2018
"scooter",2201,5889,15,5,9,2018
"scooter",230,587,11,4,9,2018
"scooter",43,53,12,2,9,2018
"bicycle",995,2366,21,4,9,2018
"scooter",314,592,16,5,9,2018
"scooter",326,1037,13,2,9,2018
"scooter",11,13,19,6,9,2018
"scooter",403,0,19,0,9,2018
"scooter",243,572,10,1,9,2018
"scooter",323,582,17,6,9,2018
"scooter",542,753,13,1,9,2018
"scooter",211,323,12,6,9,2018
"bicycle",261,467,20,3,9,2018
"scooter",166,327,9,2,9,2018
"scooter",292,607,13,2,9,2018
"scooter",519,0,18,5,9,2018
"scooter",571,962,15,6,9,2018
"scooter",119,217,15,5,9,2018
"scooter",1107,2261,16,4,9,2018
"scooter",228,682,10,1,9,2018
"scooter",210,160,16,2,9,2018
"scooter",885,1597,16,6,9,2018
"scooter",482,1472,13,3,9,2018
"scooter",79,73,14,1,9,2018
"scooter",3712,8420,16,2,9,2018
"scooter",129,541,14,6,9,2018
"scooter",506,1805,11,6,9,2018
"scooter",717,1810,10,3,9,2018
"scooter",2419,1593,11,6,9,2018
"scooter",260,633,17,3,9,2018
"scooter",460,901,12,6,9,2018
"scooter",218,358,19,5,9,2018
"scooter",59,0,18,4,9,2018
"scooter",785,2826,20,5,9,2018
"scooter",477,1398,15,6,9,2018
"scooter",1736,5869,11,6,9,2018
"scooter",353,1389,18,2,9,2018
"scooter",126,128,18,6,9,2018
"scooter",404,1400,17,3,9,2018
"scooter",283,879,7,3,9,2018
"scooter",86,10,15,5,9,2018
"scooter",687,1810,11,0,9,2018
"scooter",177,464,14,5,9,2018
"scooter",434,1536,13,4,9,2018
"scooter",932,928,15,5,9,2018
"scooter",979,1379,10,6,9,2018
"scooter",244,451,13,1,9,2018
"scooter",311,1144,11,5,9,2018
"scooter",423,2191,9,2,9,2018
"scooter",1150,421,9,1,9,2018
"scooter",27,9,1,6,9,2018
"scooter",492,900,13,4,9,2018
"scooter",1339,2049,15,6,9,2018
"scooter",258,718,19,1,9,2018
"scooter",536,2276,6,6,9,2018
"scooter",881,741,22,6,9,2018
"scooter",194,0,11,5,9,2018
"scooter",184,197,13,6,9,2018
"scooter",197,390,15,6,9,2018
"scooter",1200,0,12,3,9,2018
"scooter",317,529,19,4,9,2018
"scooter",1694,2853,14,5,9,2018
"scooter",395,381,17,3,9,2018
"scooter",1313,2103,18,0,9,2018
"scooter",6,0,19,4,9,2018
"scooter",614,1426,12,5,9,2018
"scooter",365,692,16,0,9,2018
"scooter",320,188,15,3,9,2018
"scooter",84,57,18,1,9,2018
"scooter",324,683,13,6,9,2018
"scooter",417,0,20,4,9,2018
"scooter",145,165,15,0,9,2018
"scooter",569,1260,10,6,9,2018
"scooter",427,514,14,0,9,2018
"scooter",956,2504,13,0,9,2018
"scooter",376,0,19,4,9,2018
"scooter",177,348,7,5,9,2018
"scooter",805,1297,17,0,9,2018
"scooter",146,69,15,1,9,2018
"scooter",185,389,13,1,9,2018
"scooter",159,375,9,6,9,2018
"scooter",256,253,13,1,9,2018
"scooter",510,0,16,1,9,2018
"scooter",197,422,10,2,9,2018
"scooter",525,1027,18,6,9,2018
"bicycle",331,805,14,5,9,2018
"scooter",223,239,15,5,9,2018
"scooter",1059,3900,18,3,9,2018
"scooter",844,1367,12,5,9,2018
"scooter",415,828,17,4,9,2018
"scooter",144,164,9,3,9,2018
"scooter",315,660,18,3,9,2018
"scooter",376,1261,18,4,9,2018
"scooter",1252,1156,19,5,9,2018
"scooter",1031,2800,16,6,9,2018
"scooter",316,400,13,6,9,2018
"scooter",461,9,16,2,9,2018
"scooter",233,802,8,3,9,2018
"scooter",650,1216,11,1,9,2018
"scooter",275,639,9,4,9,2018
"scooter",19,0,17,0,9,2018
"scooter",194,683,14,3,9,2018
"scooter",1365,4391,16,6,9,2018
"scooter",181,446,17,6,9,2018
"scooter",1407,1318,14,5,9,2018
"scooter",254,984,19,0,9,2018
"scooter",323,1148,20,1,9,2018
"scooter",338,484,7,1,9,2018
"scooter",225,682,13,3,9,2018
"scooter",5441,3683,14,5,9,2018
"scooter",332,318,14,5,9,2018
"scooter",2566,1871,9,0,9,2018
"scooter",49,0,8,5,9,2018
"scooter",540,340,15,0,9,2018
"bicycle",1164,3669,14,2,9,2018
"scooter",377,1767,10,4,9,2018
"scooter",13,0,9,1,9,2018
"scooter",1200,0,15,5,9,2018
"scooter",287,660,10,5,9,2018
"scooter",371,800,19,2,9,2018
"scooter",265,800,18,2,9,2018
"scooter",162,0,11,6,9,2018
"scooter",438,1854,13,4,9,2018
"scooter",59,24,20,6,9,2018
"scooter",1708,2595,17,6,9,2018
"scooter",289,1076,15,3,9,2018
"scooter",428,1123,21,3,9,2018
"scooter",972,781,13,0,9,2018
"bicycle",2186,3508,12,6,9,2018
"scooter",310,791,9,4,9,2018
"scooter",1008,2858,19,3,9,2018
"scooter",1538,2166,16,0,9,2018
"scooter",436,3831,19,0,9,2018
"scooter",207,537,19,6,9,2018
"scooter",180,494,15,5,9,2018
"scooter",1476,1964,15,0,9,2018
"scooter",172,822,9,4,9,2018
"scooter",83,0,20,4,9,2018
"scooter",364,526,15,6,9,2018
"scooter",181,323,21,5,9,2018
"scooter",359,510,17,1,9,2018
"scooter",496,1158,17,0,9,2018
"scooter",251,642,14,6,9,2018
"scooter",502,1932,17,4,9,2018
"scooter",778,1750,16,1,9,2018
"scooter",831,2094,15,0,9,2018
"scooter",157,224,13,3,9,2018
"scooter",241,384,11,5,9,2018
"scooter",64,64,19,6,9,2018
"scooter",877,2344,20,3,9,2018
"bicycle",1279,6502,2,6,9,2018
"scooter",207,287,19,5,9,2018
"scooter",310,579,17,1,9,2018
"scooter",910,717,19,6,9,2018
"scooter",145,475,12,5,9,2018
"scooter",87,97,11,4,9,2018
"scooter",191,520,18,0,9,2018
"scooter",505,812,15,0,9,2018
"scooter",666,1331,22,5,9,2018
"scooter",2207,3268,18,5,9,2018
"scooter",472,878,14,4,9,2018
"scooter",909,2087,15,0,9,2018
"scooter",841,1592,8,1,9,2018
"scooter",690,1862,11,4,9,2018
"scooter",257,500,16,2,9,2018
"scooter",250,593,13,4,9,2018
"scooter",225,660,20,6,9,2018
"scooter",164,70,0,4,9,2018
"scooter",64,148,19,5,9,2018
"scooter",472,1600,14,0,9,2018
"scooter",242,649,17,2,9,2018
"scooter",433,0,18,0,9,2018
"scooter",488,575,15,5,9,2018
"scooter",1405,1310,13,6,9,2018
"scooter",434,747,21,5,9,2018
"scooter",181,391,18,5,9,2018
"scooter",1513,1141,16,1,9,2018
"scooter",230,599,7,5,9,2018
"scooter",399,1100,8,5,9,2018
"scooter",314,0,15,2,9,2018
"bicycle",480,482,21,5,9,2018
"scooter",175,0,20,5,9,2018
"scooter",1242,3979,20,2,9,2018
"scooter",529,1605,18,4,9,2018
"scooter",379,0,13,0,9,2018
"scooter",199,611,21,5,9,2018
"scooter",610,1321,9,4,9,2018
"scooter",374,1084,12,4,9,2018
"bicycle",688,2060,20,0,9,2018
"scooter",374,1463,9,1,9,2018
"scooter",414,1004,10,1,9,2018
"scooter",80,0,9,1,9,2018
"scooter",545,1924,7,2,9,2018
"scooter",198,600,18,0,9,2018
"scooter",301,1133,11,2,9,2018
"scooter",715,2714,9,3,9,2018
"scooter",930,2559,13,3,9,2018
"scooter",339,94,19,6,9,2018
"scooter",551,1263,15,0,9,2018
"scooter",139,518,15,5,9,2018
"scooter",211,667,18,5,9,2018
"scooter",1533,2301,12,6,9,2018
"scooter",534,1122,18,2,9,2018
"scooter",413,760,15,4,9,2018
"scooter",44,0,16,4,9,2018
"scooter",91,0,18,0,9,2018
"scooter",318,1007,15,5,9,2018
"scooter",796,2534,21,0,9,2018
"scooter",523,1613,14,0,9,2018
"scooter",5766,13689,12,6,9,2018
"scooter",206,673,16,2,9,2018
"scooter",254,693,18,1,9,2018
"scooter",694,2455,2,5,9,2018
"scooter",633,2038,11,3,9,2018
"scooter",390,1210,18,4,9,2018
"scooter",134,232,15,6,9,2018
"scooter",56,0,15,0,9,2018
"scooter",171,554,9,3,9,2018
"scooter",19,2,16,6,9,2018
"scooter",317,1499,15,2,9,2018
"scooter",372,1191,17,2,9,2018
"scooter",55,6,20,2,9,2018
"scooter",429,1708,13,4,9,2018
"scooter",123,451,15,6,9,2018
"scooter",289,902,14,4,9,2018
"scooter",371,1067,11,4,9,2018
"scooter",385,1077,7,3,9,2018
"scooter",339,214,0,0,9,2018
"scooter",255,924,17,1,9,2018
"scooter",473,1543,15,0,9,2018
"scooter",313,929,15,6,9,2018
"scooter",1740,1616,14,5,9,2018
"bicycle",471,2237,9,4,9,2018
"scooter",719,1440,19,2,9,2018
"scooter",939,1558,9,5,9,2018
"scooter",611,1956,18,1,9,2018
"scooter",1016,1193,18,6,9,2018
"scooter",1032,1625,17,6,9,2018
"scooter",279,517,19,4,9,2018
"bicycle",1919,4265,18,0,9,2018
"scooter",249,1174,11,4,9,2018
"scooter",166,468,8,2,9,2018
"scooter",385,198,14,3,9,2018
"scooter",162,398,10,0,9,2018
"scooter",297,819,15,6,9,2018
"scooter",94,416,17,4,9,2018
"scooter",18,0,16,0,9,2018
"scooter",919,1273,11,5,9,2018
"scooter",3279,5616,18,6,9,2018
"scooter",929,3249,17,2,9,2018
"scooter",311,446,16,5,9,2018
"scooter",206,702,11,2,9,2018
"scooter",154,254,15,5,9,2018
"scooter",6,0,19,5,9,2018
"scooter",564,1771,18,6,9,2018
"scooter",73,0,10,1,9,2018
"scooter",165,0,13,0,9,2018
"scooter",325,1293,19,2,9,2018
"scooter",4498,11408,14,6,9,2018
"scooter",37,60,16,1,9,2018
"scooter",920,0,15,6,9,2018
"bicycle",2331,537,0,0,9,2018
"scooter",304,589,10,5,9,2018
"scooter",247,116,17,4,9,2018
"scooter",120,373,16,1,9,2018
"scooter",328,1160,15,5,9,2018
"scooter",476,0,17,3,9,2018
"bicycle",3858,10670,14,5,9,2018
"scooter",374,1,15,2,9,2018
"scooter",181,0,14,4,9,2018
"scooter",124,433,14,2,9,2018
"scooter",425,2357,7,6,9,2018
"scooter",805,1269,13,5,9,2018
"scooter",648,0,19,2,9,2018
"scooter",290,424,10,5,9,2018
"scooter",139,215,12,0,9,2018
"scooter",327,644,14,0,9,2018
"scooter",88,0,13,6,9,2018
"scooter",254,536,15,1,9,2018
"scooter",316,1447,9,2,9,2018
"scooter",264,859,7,5,9,2018
"scooter",2582,324,14,6,9,2018
"scooter",16,0,14,6,9,2018
"scooter",460,0,17,4,9,2018
"scooter",411,1622,10,4,9,2018
"scooter",262,1080,8,5,9,2018
"scooter",80,11,9,5,9,2018
"scooter",128,435,17,2,9,2018
"scooter",867,1165,18,6,9,2018
"scooter",201,460,12,5,9,2018
"scooter",194,980,16,1,9,2018
"scooter",948,1134,7,1,9,2018
"scooter",313,1407,17,2,9,2018
"scooter",301,962,14,3,9,2018
"scooter",15,0,19,0,9,2018
"scooter",229,255,11,2,9,2018
"scooter",391,1008,10,5,9,2018
"scooter",326,1700,15,1,9,2018
"scooter",609,1045,18,1,9,2018
"bicycle",2415,6,18,3,9,2018
"scooter",942,2957,13,3,9,2018
"scooter",1478,4802,10,0,9,2018
"scooter",53,0,15,6,9,2018
"scooter",244,546,13,0,9,2018
"scooter",89,0,14,5,9,2018
"scooter",867,2490,12,1,9,2018
"scooter",300,1000,7,4,9,2018
"scooter",476,1386,15,2,9,2018
"scooter",396,665,14,6,9,2018
"scooter",153,430,14,2,9,2018
"scooter",49,22,18,2,9,2018
"scooter",973,3547,19,6,9,2018
"scooter",595,1007,16,5,9,2018
"scooter",569,1887,17,3,9,2018
"scooter",76,0,18,2,9,2018
"scooter",346,0,20,4,9,2018
"scooter",708,0,19,1,9,2018
"scooter",53,49,13,4,9,2018
"scooter",481,0,13,0,9,2018
"scooter",813,3027,16,6,9,2018
"scooter",227,498,16,4,9,2018
"scooter",39,129,17,4,9,2018
"scooter",307,696,8,4,9,2018
"scooter",82,73,17,3,9,2018
"scooter",54,0,14,6,9,2018
"scooter",148,60,19,3,9,2018
"scooter",376,1000,14,0,9,2018
"scooter",15,0,15,1,9,2018
"scooter",98,0,13,5,9,2018
"scooter",377,746,11,0,9,2018
"scooter",565,2544,10,4,9,2018
"scooter",841,0,17,0,9,2018
"scooter",2472,476,19,4,9,2018
"scooter",457,700,15,6,9,2018
"scooter",178,669,13,5,9,2018
"scooter",161,347,16,0,9,2018
"scooter",277,1310,16,4,9,2018
"scooter",129,0,10,3,9,2018
"scooter",713,473,14,4,9,2018
"scooter",298,1175,19,3,9,2018
"scooter",591,2342,14,1,9,2018
"scooter",782,2200,20,6,9,2018
"scooter",342,452,15,1,9,2018
"scooter",564,1150,16,1,9,2018
"scooter",95,339,12,6,9,2018
"scooter",184,0,16,1,9,2018
"scooter",476,473,12,5,9,2018
"scooter",475,701,19,3,9,2018
"scooter",52,59,10,1,9,2018
"scooter",158,48,15,4,9,2018
"scooter",289,1022,10,3,9,2018
"scooter",231,644,12,6,9,2018
"scooter",1212,2172,18,0,9,2018
"scooter",1416,884,18,1,9,2018
"scooter",1019,3016,17,6,9,2018
"scooter",257,443,13,1,9,2018
"scooter",214,626,19,3,9,2018
"scooter",778,1580,14,0,9,2018
"scooter",143,666,20,3,9,2018
"scooter",285,0,9,5,9,2018
"scooter",378,796,17,5,9,2018
"scooter",2693,4066,18,6,9,2018
"scooter",56,0,12,0,9,2018
"scooter",293,1373,8,4,9,2018
"scooter",854,2670,11,4,9,2018
"scooter",777,1500,8,0,9,2018
"scooter",2873,5275,16,0,9,2018
"scooter",2784,8493,20,5,9,2018
"scooter",531,1234,18,3,9,2018
"bicycle",834,3364,17,5,9,2018
"scooter",873,1900,15,6,9,2018
"scooter",1239,2136,16,5,9,2018
"scooter",121,0,12,6,9,2018
"scooter",192,0,11,4,9,2018
"scooter",9836,10600,17,6,9,2018
"scooter",331,0,13,5,9,2018
"scooter",270,713,8,3,9,2018
"scooter",282,0,17,3,9,2018
"scooter",205,360,18,6,9,2018
"scooter",541,0,19,2,9,2018
"scooter",238,448,16,2,9,2018
"scooter",359,893,20,6,9,2018
